LOCATION,IF_INCLUDE,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
New Jersey state,1,New Jersey,890,151,11,2,New Jersey state New Jersey,#N/A,#N/A,#N/A
Bergen,0,New Jersey,249,54,2,,Bergen New Jersey,34003,905116,3019
Unassigned,2,New Jersey,92,1,6,2,Unassigned New Jersey,#N/A,#N/A,#N/A
Middlesex,0,New Jersey,76,12,0,,Middlesex New Jersey,34023,809858,2657
Essex,0,New Jersey,73,10,1,,Essex New Jersey,34013,783969,4007
Hudson,0,New Jersey,66,11,1,,Hudson New Jersey,34017,634266,1878
Monmouth,0,New Jersey,53,10,1,,Monmouth New Jersey,34025,630380,2176
Passaic,0,New Jersey,49,11,0,,Passaic New Jersey,34031,501226,1187
Ocean,0,New Jersey,49,16,0,,Ocean New Jersey,34029,576567,1522
Union,0,New Jersey,43,14,0,,Union New Jersey,34039,536499,1521
Morris,0,New Jersey,35,9,0,,Morris New Jersey,34027,492276,2005
Somerset,0,New Jersey,28,1,0,,Somerset New Jersey,34035,323444,759
Mercer,0,New Jersey,22,,0,,Mercer New Jersey,34021,366513,1690
Burlington,0,New Jersey,17,,0,,Burlington New Jersey,34005,448734,1112
Camden,0,New Jersey,11,,0,,Camden New Jersey,34007,513657,2518
Hunterdon,0,New Jersey,11,,0,,Hunterdon New Jersey,34019,128349,184
Gloucester,0,New Jersey,5,2,0,,Gloucester New Jersey,34015,288288,609
Warren,0,New Jersey,3,,0,,Warren New Jersey,34041,108692,309
Atlantic,0,New Jersey,3,,0,,Atlantic New Jersey,34001,274549,1414
Sussex,0,New Jersey,3,,0,,Sussex New Jersey,34037,149265,146
Cape May,0,New Jersey,1,,0,,Cape May New Jersey,34009,97265,242
Cumberland,0,New Jersey,1,,0,,Cumberland New Jersey,34011,156898,511
Illinois state,1,Illinois,585,162,5,1,Illinois state Illinois,#N/A,#N/A,#N/A
Cook,0,Illinois,278,,2,,Cook Illinois,17031,5194675,17992
Unassigned,2,Illinois,167,162,1,1,Unassigned Illinois,#N/A,#N/A,#N/A
DuPage,0,Illinois,54,,0,,DuPage Illinois,17043,916924,1880
Lake,0,Illinois,37,,0,,Lake Illinois,17097,703462,968
Will,0,Illinois,9,,1,,Will Illinois,17197,677560,917
McHenry,0,Illinois,6,,0,,McHenry Illinois,17111,308760,343
Kane,0,Illinois,6,,0,,Kane Illinois,17089,515269,1101
Sangamon,0,Illinois,4,,1,,Sangamon Illinois,17167,197465,1045
Clinton,0,Illinois,3,,0,,Clinton Illinois,17027,37762,0
Peoria,0,Illinois,3,,0,,Peoria Illinois,17143,186494,1122
St. Clair,0,Illinois,3,,0,,St. Clair Illinois,17163,270056,818
Woodford,0,Illinois,2,,0,,Woodford Illinois,17203,38664,18
Williamson,0,Illinois,1,,0,,Williamson Illinois,17199,66357,431
Champaign,0,Illinois,1,,0,,Champaign Illinois,17019,201081,549
Cumberland,0,Illinois,1,,0,,Cumberland Illinois,17035,11048,0
Madison,0,Illinois,1,,0,,Madison Illinois,17119,269282,943
Kendall,0,Illinois,1,,0,,Kendall Illinois,17093,114736,0
Jackson,0,Illinois,1,,0,,Jackson Illinois,17077,60218,184
Winnebago,0,Illinois,1,,0,,Winnebago Illinois,17201,295266,907
Whiteside,0,Illinois,1,,0,,Whiteside Illinois,17195,58498,135
Kankakee,0,Illinois,1,,0,,Kankakee Illinois,17091,113449,468
LaSalle,0,Illinois,1,,0,,LaSalle Illinois,17099,113924,244
Washington,0,Illinois,1,,0,,Washington Illinois,17189,14716,0
Adams,0,Illinois,1,,0,,Adams Illinois,17001,67103,335
McLean,0,Illinois,1,,0,,McLean Illinois,17113,169572,200
Florida state,1,Florida,563,131,11,2,Florida state Florida,#N/A,#N/A,#N/A
Broward,0,Florida,128,32,1,,Broward Florida,12011,1748066,6715
Dade,3 COMBINED TO PASCO,Florida,123,22,0,,Dade Florida,#N/A,#N/A,#N/A
Palm Beach,0,Florida,42,13,0,,Palm Beach Florida,12099,1320134,4993
Hillsborough,0,Florida,32,12,0,,Hillsborough Florida,12057,1229226,4857
Collier,0,Florida,25,7,0,,Collier Florida,12021,321520,1051
Orange,0,Florida,23,4,2,,Orange Florida,12095,1145956,4751
Pinellas,0,Florida,22,6,0,,Pinellas Florida,12103,916542,4119
Duval,0,Florida,17,2,0,,Duval Florida,12031,864263,4071
Alachua,0,Florida,15,4,0,,Alachua Florida,12001,247336,1765
Lee,0,Florida,14,3,1,,Lee Florida,12071,618754,2240
Osceola,0,Florida,13,,0,,Osceola Florida,12097,268685,997
Volusia,0,Florida,10,1,0,,Volusia Florida,12127,494593,2042
Seminole,0,Florida,10,2,0,,Seminole Florida,12117,422718,965
Manatee,0,Florida,10,1,1,,Manatee Florida,12081,322833,806
Polk,0,Florida,9,5,0,,Polk Florida,12105,602095,1793
Sarasota,0,Florida,8,2,0,,Sarasota Florida,12115,379448,1618
Okaloosa,0,Florida,7,2,0,,Okaloosa Florida,12091,180822,673
St. Johns,0,Florida,7,3,0,,St. Johns Florida,12109,190039,335
Pasco,3,Florida,130,24,0,,Pasco Florida,12101,464697,1440
Clay,0,Florida,4,,2,,Clay Florida,12019,190865,416
Leon,0,Florida,4,,1,,Leon Florida,12073,275487,1208
Hernando,0,Florida,4,,0,,Hernando Florida,12053,172778,620
Brevard,0,Florida,4,1,0,,Brevard Florida,12009,543376,1768
Citrus,0,Florida,3,,0,,Citrus Florida,12017,141236,332
Lake,0,Florida,3,,0,,Lake Florida,12069,297052,897
Santa Rosa,0,Florida,3,1,1,,Santa Rosa Florida,12113,151372,385
Indian River,0,Florida,3,2,0,,Indian River Florida,12061,138028,612
Walton,0,Florida,3,2,0,,Walton Florida,12131,55043,108
Sumter,0,Florida,2,,0,,Sumter Florida,12119,93420,339
Charlotte,0,Florida,2,1,0,,Charlotte Florida,12015,159978,823
Escambia,0,Florida,1,,0,,Escambia Florida,12033,297619,1276
Gadsden,0,Florida,1,,0,,Gadsden Florida,12039,46389,1253
Nassau,0,Florida,1,,0,,Nassau Florida,12089,73314,54
Jackson,0,Florida,1,,0,,Jackson Florida,12063,49746,87
Martin,0,Florida,1,,0,,Martin Florida,12085,146318,558
Monroe,0,Florida,1,1,0,,Monroe Florida,12087,73090,148
Unassigned,2,Florida,0,,2,2,Unassigned Florida,#N/A,#N/A,#N/A
Michigan state,1,Michigan,552,228,3,,Michigan state Michigan,#N/A,#N/A,#N/A
Oakland,0,Michigan,184,79,0,,Oakland Michigan,26125,1202362,4435
Detroit City,3 COMBINED TO WAYNE,Michigan,149,74,2,,Detroit City Michigan,#N/A,#N/A,#N/A
Macomb,0,Michigan,86,31,0,,Macomb Michigan,26099,840978,1119
Wayne,3,Michigan,216,97,3,,Wayne Michigan,26163,1820584,6009
Washtenaw,0,Michigan,16,2,0,,Washtenaw Michigan,26161,344791,1719
Kent,0,Michigan,12,5,0,,Kent Michigan,26081,602622,1840
St. Clair,0,Michigan,7,3,0,,St. Clair Michigan,26147,163040,398
Ingham,0,Michigan,7,1,0,,Ingham Michigan,26065,280895,1093
Genesee,0,Michigan,4,4,0,,Genesee Michigan,26049,425790,1169
Livingston,0,Michigan,3,2,0,,Livingston Michigan,26093,180967,177
Monroe,0,Michigan,3,1,0,,Monroe Michigan,26115,152021,217
Midland,0,Michigan,3,2,0,,Midland Michigan,26111,83629,308
Eaton,0,Michigan,2,,0,,Eaton Michigan,26045,107759,45
Ottawa,0,Michigan,1,,0,,Ottawa Michigan,26139,263801,311
Leelanau,0,Michigan,1,,0,,Leelanau Michigan,26089,21708,0
Otsego,0,Michigan,1,,0,,Otsego Michigan,26137,24164,46
Jackson,0,Michigan,1,,0,,Jackson Michigan,26075,160248,389
Clinton,0,Michigan,1,,0,,Clinton Michigan,26037,75382,25
Charlevoix,0,Michigan,1,,0,,Charlevoix Michigan,26029,25949,25
Bay,0,Michigan,1,,0,,Bay Michigan,26017,107771,389
Montcalm,0,Michigan,1,,0,,Montcalm Michigan,26117,63342,148
Out-of-State,2,Michigan,1,1,0,,Out-of-State Michigan,#N/A,#N/A,#N/A
Louisiana state,1,Louisiana,537,146,14,4,Louisiana state Louisiana,#N/A,#N/A,#N/A
Orleans,0,Louisiana,326,77,10,2,Orleans Louisiana,22071,343829,1647
Jefferson,0,Louisiana,104,35,2,1,Jefferson Louisiana,22051,432552,1628
Caddo,0,Louisiana,12,2,0,,Caddo Louisiana,22017,254969,2026
St. Tammany,0,Louisiana,12,2,0,,St. Tammany Louisiana,22103,233740,946
St. Charles,0,Louisiana,7,3,0,,St. Charles Louisiana,22089,52780,59
Terrebonne,0,Louisiana,7,3,0,,Terrebonne Louisiana,22109,111860,367
Unassigned,2,Louisiana,7,3,0,,Unassigned Louisiana,#N/A,#N/A,#N/A
East Baton Rouge,0,Louisiana,7,1,0,,East Baton Rouge Louisiana,22033,440171,2055
St. John the Baptist,0,Louisiana,6,3,0,,St. John the Baptist Louisiana,22095,45924,0
Lafayette,0,Louisiana,6,3,0,,Lafayette Louisiana,22055,221578,1110
Bossier,0,Louisiana,5,1,0,,Bossier Louisiana,22015,116979,404
Lafourche,0,Louisiana,5,1,0,,Lafourche Louisiana,22057,96318,203
St. Bernard,0,Louisiana,5,1,0,,St. Bernard Louisiana,22087,35897,0
Ascension,0,Louisiana,3,1,0,,Ascension Louisiana,22005,107215,83
West Baton Rouge,0,Louisiana,3,1,0,,West Baton Rouge Louisiana,22121,23788,0
Rapides,0,Louisiana,3,2,0,,Rapides Louisiana,22079,131613,906
Calcasieu,0,Louisiana,3,2,0,,Calcasieu Louisiana,22019,192768,690
Washington,0,Louisiana,2,,0,,Washington Louisiana,22117,47168,25
De Soto,0,Louisiana,2,2,0,,De Soto Louisiana,22031,26656,0
Iberia,0,Louisiana,2,1,0,,Iberia Louisiana,22045,73240,211
St. Landry,0,Louisiana,2,,0,,St. Landry Louisiana,22097,83384,360
St. James,0,Louisiana,1,,1,,St. James Louisiana,22093,22102,20
Plaquemines,0,Louisiana,1,,0,,Plaquemines Louisiana,22075,23042,0
Iberville,0,Louisiana,1,,0,,Iberville Louisiana,22047,33387,0
Livingston,0,Louisiana,1,,0,,Livingston Louisiana,22063,128026,59
Tangipahoa,0,Louisiana,1,1,0,,Tangipahoa Louisiana,22105,121097,404
Webster,0,Louisiana,1,,0,,Webster Louisiana,22119,41207,196
Catahoula,0,Louisiana,1,1,1,1,Catahoula Louisiana,22025,10407,0
Assumption,0,Louisiana,1,,0,,Assumption Louisiana,22007,23421,6
Acadia,0,Louisiana,0,,0,,Acadia Louisiana,22001,61773,41
Georgia state,1,Georgia,485,198,14,4,Georgia state Georgia,#N/A,#N/A,#N/A
Fulton,0,Georgia,88,22,2,,Fulton Georgia,13121,920581,4353
Bartow,0,Georgia,54,28,0,,Bartow Georgia,13015,100157,80
Cobb,0,Georgia,47,10,1,,Cobb Georgia,13067,688078,1099
Dougherty,0,Georgia,44,23,4,,Dougherty Georgia,13095,94565,939
DeKalb,0,Georgia,36,14,0,,DeKalb Georgia,13089,691893,2436
Unassigned,2,Georgia,28,24,4,4,Unassigned Georgia,#N/A,#N/A,#N/A
Gwinnett,0,Georgia,23,11,0,,Gwinnett Georgia,13135,805321,847
Cherokee,0,Georgia,16,3,0,,Cherokee Georgia,13057,214346,79
Lee,0,Georgia,13,10,0,,Lee Georgia,13177,28298,0
Clarke,0,Georgia,10,2,0,,Clarke Georgia,13059,116714,574
Clayton,0,Georgia,10,4,0,,Clayton Georgia,13063,259424,558
Fayette,0,Georgia,9,,1,,Fayette Georgia,13113,106567,157
Richmond,0,Georgia,8,6,0,,Richmond Georgia,13245,200549,2470
Lowndes,0,Georgia,7,1,0,,Lowndes Georgia,13185,109233,430
Floyd,0,Georgia,7,1,1,,Floyd Georgia,13115,96317,559
Carroll,0,Georgia,7,7,0,,Carroll Georgia,13045,110527,303
Hall,0,Georgia,6,1,0,,Hall Georgia,13139,179684,557
Coweta,0,Georgia,6,3,0,,Coweta Georgia,13077,127317,211
Henry,0,Georgia,6,3,0,,Henry Georgia,13151,203922,265
Newton,0,Georgia,4,1,0,,Newton Georgia,13217,99958,97
Forsyth,0,Georgia,3,,0,,Forsyth Georgia,13117,175511,187
Paulding,0,Georgia,3,,0,,Paulding Georgia,13223,142324,83
Gordon,0,Georgia,3,,0,,Gordon Georgia,13129,55186,80
Polk,0,Georgia,3,2,0,,Polk Georgia,13233,41475,53
Terrell,0,Georgia,2,2,0,,Terrell Georgia,13273,9315,0
Chatham,0,Georgia,2,1,0,,Chatham Georgia,13051,265128,1717
Oconee,0,Georgia,2,1,0,,Oconee Georgia,13219,32808,0
Early,0,Georgia,2,,1,,Early Georgia,13099,11008,25
Troup,0,Georgia,2,,0,,Troup Georgia,13285,67044,276
Laurens,0,Georgia,2,,0,,Laurens Georgia,13175,48434,368
Muscogee,0,Georgia,2,1,0,,Muscogee Georgia,13215,189885,1374
Columbia,0,Georgia,2,,0,,Columbia Georgia,13073,124053,0
Houston,0,Georgia,2,1,0,,Houston Georgia,13153,139900,276
Spalding,0,Georgia,2,2,0,,Spalding Georgia,13255,64073,160
Worth,0,Georgia,2,2,0,,Worth Georgia,13321,21679,25
Pickens,0,Georgia,2,2,0,,Pickens Georgia,13227,29431,48
Sumter,0,Georgia,2,2,0,,Sumter Georgia,13261,32819,76
Glynn,0,Georgia,2,,0,,Glynn Georgia,13127,79626,401
Rockdale,0,Georgia,1,,0,,Rockdale Georgia,13247,85215,146
Effingham,0,Georgia,1,,0,,Effingham Georgia,13103,52250,25
Charlton,0,Georgia,1,,0,,Charlton Georgia,13049,12171,0
Tift,0,Georgia,1,1,0,,Tift Georgia,13277,40118,191
Miller,0,Georgia,1,1,0,,Miller Georgia,13201,6125,25
Randolph,0,Georgia,1,1,0,,Randolph Georgia,13243,7719,25
Heard,0,Georgia,1,1,0,,Heard Georgia,13149,11834,0
Dawson,0,Georgia,1,1,0,,Dawson Georgia,13085,22330,0
Whitfield,0,Georgia,1,,0,,Whitfield Georgia,13313,102599,282
Bibb,0,Georgia,1,,0,,Bibb Georgia,13021,155547,1182
Peach,0,Georgia,1,,0,,Peach Georgia,13225,27695,25
Turner,0,Georgia,1,,0,,Turner Georgia,13287,8930,0
Douglas,0,Georgia,1,1,0,,Douglas Georgia,13097,132403,192
Lamar,0,Georgia,1,1,0,,Lamar Georgia,13171,18317,0
Monroe,0,Georgia,1,1,0,,Monroe Georgia,13207,26424,25
Barrow,0,Georgia,1,,0,,Barrow Georgia,13013,69367,56
Texas state,1,Texas,429,108,5,1,Texas state Texas,#N/A,#N/A,#N/A
Dallas,0,Texas,74,15,1,,Dallas Texas,48113,2368139,8721
Travis,0,Texas,58,17,0,,Travis Texas,48453,1024266,3821
Harris-Non Houston,3 COMBINED TO HARRIS,Texas,36,12,1,1,Harris-Non Houston Texas,#N/A,#N/A,#N/A
Tarrant,0,Texas,29,10,1,,Tarrant Texas,48439,1809034,6810
Bexar,0,Texas,29,,0,,Bexar Texas,48029,1714773,8084
Collin,0,Texas,27,9,1,,Collin Texas,48085,782341,2649
Fort Bend,0,Texas,24,5,0,,Fort Bend Texas,48157,585375,1105
Harris,3,Texas,55,20,1,1,Harris Texas,48201,4092459,15865
Denton,0,Texas,15,6,0,,Denton Texas,48121,662614,1516
McLennan,0,Texas,13,6,0,,McLennan Texas,48309,234906,285
Montgomery,0,Texas,10,1,0,,Montgomery Texas,48339,455746,1908
Brazoria,0,Texas,10,6,0,,Brazoria Texas,48039,313166,357
Williamson,0,Texas,8,,0,,Williamson Texas,48491,422679,1009
Bell,0,Texas,7,1,0,,Bell Texas,48027,310235,1091
Galveston,0,Texas,6,2,0,,Galveston Texas,48167,291309,711
El Paso,0,Texas,6,,0,,El Paso Texas,48141,800647,2813
Brazos,0,Texas,6,2,0,,Brazos Texas,48041,194851,658
Hays,0,Texas,6,1,0,,Hays Texas,48209,157107,354
Smith,0,Texas,5,,0,,Smith Texas,48423,209714,1337
Wichita,0,Texas,4,1,0,,Wichita Texas,48485,131500,559
Matagorda,0,Texas,3,,1,,Matagorda Texas,48321,36702,75
Unassigned,2,Texas,3,,0,,Unassigned Texas,#N/A,#N/A,#N/A
Lubbock,0,Texas,2,,0,,Lubbock Texas,48303,278831,1563
Comal,0,Texas,2,1,0,,Comal Texas,48091,108472,340
Brown,0,Texas,2,1,0,,Brown Texas,48049,38106,194
Randall,0,Texas,2,,0,,Randall Texas,48381,120725,4
Webb,0,Texas,1,,0,,Webb Texas,48479,250304,578
Johnson,0,Texas,1,,0,,Johnson Texas,48251,150934,137
Rusk,0,Texas,1,,0,,Rusk Texas,48401,53330,96
Grimes,0,Texas,1,,0,,Grimes Texas,48185,26604,25
Gregg,0,Texas,1,,0,,Gregg Texas,48183,121730,846
Fannin,0,Texas,1,,0,,Fannin Texas,48147,33915,25
Jefferson,0,Texas,1,,0,,Jefferson Texas,48245,252273,1593
DeWitt,0,Texas,1,,0,,DeWitt Texas,48123,20097,49
Lavaca,0,Texas,1,,0,,Lavaca Texas,48285,19263,50
Fayette,0,Texas,1,1,0,,Fayette Texas,48149,24554,65
Van Zandt,0,Texas,1,,0,,Van Zandt Texas,48467,52579,52
Hockley,0,Texas,1,,0,,Hockley Texas,48219,22935,48
Crane,0,Texas,1,,0,,Crane Texas,48103,4375,25
Bowie,0,Texas,1,,0,,Bowie Texas,48037,92565,841
Lamar,0,Texas,1,,0,,Lamar Texas,48277,49793,393
Midland,0,Texas,1,,0,,Midland Texas,48329,136872,621
Cameron,0,Texas,1,,0,,Cameron Texas,48061,406220,1463
Castro,0,Texas,1,,0,,Castro Texas,48069,8062,17
Oldham,0,Texas,1,,0,,Oldham Texas,48359,2052,0
Milam,0,Texas,1,1,0,,Milam Texas,48331,24757,35
Kendall,0,Texas,1,1,0,,Kendall Texas,48259,33410,0
Guadalupe,0,Texas,1,1,0,,Guadalupe Texas,48187,131533,133
Ellis,0,Texas,1,,0,,Ellis Texas,48139,149610,164
Massachusetts state,1,Massachusetts,413,85,1,1,Massachusetts state Massachusetts,#N/A,#N/A,#N/A
Middlesex,0,Massachusetts,144,25,0,,Middlesex Massachusetts,25017,1503085,4150
Suffolk,0,Massachusetts,86,14,1,1,Suffolk Massachusetts,25025,722023,6162
Norfolk,0,Massachusetts,64,12,0,,Norfolk Massachusetts,25021,670850,1670
Essex,0,Massachusetts,29,10,0,,Essex Massachusetts,25009,743159,1443
Berkshire,0,Massachusetts,20,2,0,,Berkshire Massachusetts,25003,131219,323
Worcester,0,Massachusetts,19,5,0,,Worcester Massachusetts,25027,798552,2233
Unassigned,2,Massachusetts,19,6,0,,Unassigned Massachusetts,#N/A,#N/A,#N/A
Plymouth,0,Massachusetts,11,6,0,,Plymouth Massachusetts,25023,494919,872
Barnstable,0,Massachusetts,9,4,0,,Barnstable Massachusetts,25001,215888,407
Bristol,0,Massachusetts,6,,0,,Bristol Massachusetts,25005,548285,1399
Hampden,0,Massachusetts,3,,0,,Hampden Massachusetts,25013,463490,1773
Hampshire,0,Massachusetts,2,1,0,,Hampshire Massachusetts,25015,158080,165
Franklin,0,Massachusetts,1,,0,,Franklin Massachusetts,25011,71372,89
Colorado state,1,Colorado,363,123,4,,Colorado state Colorado,#N/A,#N/A,#N/A
Denver,0,Colorado,67,24,0,,Denver Colorado,08031,600158,2361
Eagle,0,Colorado,61,22,0,,Eagle Colorado,08037,52197,58
Jefferson,0,Colorado,37,12,0,,Jefferson Colorado,08059,534543,780
Arapahoe,0,Colorado,29,7,0,,Arapahoe Colorado,08005,572003,1010
El Paso,0,Colorado,27,19,2,,El Paso Colorado,08041,622263,836
Unassigned,2,Colorado,20,,0,,Unassigned Colorado,#N/A,#N/A,#N/A
Douglas,0,Colorado,17,6,0,,Douglas Colorado,08035,285465,286
Boulder,0,Colorado,16,5,0,,Boulder Colorado,08013,294567,522
Weld,0,Colorado,15,6,1,,Weld Colorado,08123,252825,300
Pitkin,0,Colorado,14,3,0,,Pitkin Colorado,08097,17148,25
Gunnison,0,Colorado,13,2,0,,Gunnison Colorado,08051,15324,24
Adams,0,Colorado,12,2,0,,Adams Colorado,08001,441603,800
Larimer,0,Colorado,7,3,0,,Larimer Colorado,08069,299630,725
Summit,0,Colorado,7,2,0,,Summit Colorado,08117,27994,34
Garfield,0,Colorado,4,2,0,,Garfield Colorado,08045,56389,119
Grand,0,Colorado,3,2,0,,Grand Colorado,08049,14843,44
Routt,0,Colorado,2,,0,,Routt Colorado,08107,23509,98
Clear Creek,0,Colorado,2,,0,,Clear Creek Colorado,08019,9088,0
Morgan,0,Colorado,2,2,0,,Morgan Colorado,08087,28159,69
Pueblo,0,Colorado,2,,0,,Pueblo Colorado,08101,159063,1292
Broomfield,0,Colorado,2,2,0,,Broomfield Colorado,08014,55889,0
