LOCATION,IF_INCLUDE,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
James City,0,Virginia,13,1,1,,James City Virginia,51095,67009,357
Chesterfield,0,Virginia,5,1,0,,Chesterfield Virginia,51041,316236,466
Loudoun,0,Virginia,5,,0,,Loudoun Virginia,51107,312311,462
Virginia Beach,0,Virginia,4,,0,,Virginia Beach Virginia,51810,437994,542
Prince William,0,Virginia,4,,0,,Prince William Virginia,51153,402002,243
Richmond,0,Virginia,3,3,0,,Richmond Virginia,51159,9254,0
Stafford,0,Virginia,2,1,0,,Stafford Virginia,51179,128961,100
Alexandria,0,Virginia,2,,0,,Alexandria Virginia,51510,139966,318
Henrico,0,Virginia,2,,0,,Henrico Virginia,51087,306935,1031
Spotsylvania,0,Virginia,1,,0,,Spotsylvania Virginia,51177,122397,100
Charlottesville,0,Virginia,1,,0,,Charlottesville Virginia,51540,43475,614
Prince Edward,0,Virginia,1,,0,,Prince Edward Virginia,51147,23368,116
York,0,Virginia,1,,1,,York Virginia,51199,65464,145
Harrisonburg,0,Virginia,1,,0,,Harrisonburg Virginia,51660,48914,0
Williamsburg,0,Virginia,1,,0,,Williamsburg Virginia,51830,14068,40
Goochland,0,Virginia,1,,0,,Goochland Virginia,51075,21717,0
Charles City,0,Virginia,1,1,0,,Charles City Virginia,51036,7256,0
Hanover,0,Virginia,1,,0,,Hanover Virginia,51085,99863,265
Lynchburg,0,Virginia,1,1,0,,Lynchburg Virginia,51680,75568,738
Norfolk,0,Virginia,1,1,0,,Norfolk Virginia,51710,242803,1400
Minnesota state,1,Minnesota,77,16,0,,Minnesota state Minnesota,#N/A,#N/A,#N/A
Hennepin,0,Minnesota,28,4,0,,Hennepin Minnesota,27053,1152425,4668
Ramsey,0,Minnesota,12,1,0,,Ramsey Minnesota,27123,508640,1907
Dakota,0,Minnesota,8,2,0,,Dakota Minnesota,27037,398552,259
Olmsted,0,Minnesota,6,1,0,,Olmsted Minnesota,27109,144248,2120
Anoka,0,Minnesota,3,,0,,Anoka Minnesota,27003,330844,546
Stearns,0,Minnesota,3,,0,,Stearns Minnesota,27145,150642,571
Washington,0,Minnesota,3,1,0,,Washington Minnesota,27163,238136,183
Wright,0,Minnesota,2,1,0,,Wright Minnesota,27171,124700,104
Carver,0,Minnesota,2,1,0,,Carver Minnesota,27019,91042,109
Nicollet,0,Minnesota,2,2,0,,Nicollet Minnesota,27103,32727,17
Martin,0,Minnesota,2,2,0,,Martin Minnesota,27091,20840,57
Blue earth,0,Minnesota,2,1,0,,Blue earth Minnesota,27013,64013,272
Benton,0,Minnesota,1,,0,,Benton Minnesota,27009,38451,0
Scott,0,Minnesota,1,,0,,Scott Minnesota,27139,129928,142
Waseca,0,Minnesota,1,,0,,Waseca Minnesota,27161,19136,35
Renville,0,Minnesota,1,,0,,Renville Minnesota,27129,15730,16
Oregon state,1,Oregon,75,9,3,,Oregon state Oregon,#N/A,#N/A,#N/A
Washington,0,Oregon,23,3,1,,Washington Oregon,41067,529710,869
Linn,0,Oregon,15,,0,,Linn Oregon,41043,116672,98
Marion,0,Oregon,8,4,0,,Marion Oregon,41047,315335,496
Deschutes,0,Oregon,6,,0,,Deschutes Oregon,41017,157733,308
Clackamas,0,Oregon,6,,0,,Clackamas Oregon,41005,375992,551
​Benton,0,Oregon,3,1,0,,​Benton Oregon,41003,85579,164
Multnomah,0,Oregon,3,,1,,Multnomah Oregon,41051,735334,1978
Jackson,0,Oregon,2,,0,,Jackson Oregon,41029,203206,545
Yamhill,0,Oregon,2,1,0,,Yamhill Oregon,41071,99193,128
Lane,0,Oregon,2,,1,,Lane Oregon,41039,351715,531
Umatilla,0,Oregon,2,,0,,Umatilla Oregon,41059,75889,455
Douglas,0,Oregon,1,,0,,Douglas Oregon,41019,107667,141
Klamath,0,Oregon,1,,0,,Klamath Oregon,41035,66380,98
Polk,0,Oregon,1,,0,,Polk Oregon,41053,75403,15
Utah state,1,Utah,66,15,0,,Utah state Utah,#N/A,#N/A,#N/A
Salt Lake,0,Utah,23,3,0,,Salt Lake Utah,49035,1029655,2932
Summit,0,Utah,15,7,0,,Summit Utah,49043,36324,26
Non-Utah resident,2,Utah,10,,0,,Non-Utah resident Utah,#N/A,#N/A,#N/A
Davis,0,Utah,6,2,0,,Davis Utah,49011,306479,579
Weber,0,Utah,4,,0,,Weber Utah,49057,231236,477
Cache,0,Utah,2,2,0,,Cache Utah,49005,112656,150
Wasatch,0,Utah,2,,0,,Wasatch Utah,49051,23530,19
Tooele,0,Utah,1,,0,,Tooele Utah,49045,58218,31
Box Elder,0,Utah,1,,0,,Box Elder Utah,49003,49975,53
Utah,0,Utah,1,1,0,,Utah Utah,49049,516564,1033
Southwest Utah,2,Utah,1,,0,,Southwest Utah Utah,#N/A,#N/A,#N/A
South Carolina state,1,South Carolina,60,13,1,,South Carolina state South Carolina,#N/A,#N/A,#N/A
Kershaw,0,South Carolina,25,3,0,,Kershaw South Carolina,45055,61697,121
Beaufort,0,South Carolina,6,2,0,,Beaufort South Carolina,45013,162233,290
Horry,0,South Carolina,5,1,0,,Horry South Carolina,45051,269291,753
Richland,0,South Carolina,4,3,0,,Richland South Carolina,45079,384504,2585
Lexington,0,South Carolina,4,1,1,,Lexington South Carolina,45063,262391,556
Charleston,0,South Carolina,4,1,0,,Charleston South Carolina,45019,350209,2166
Greenville,0,South Carolina,3,1,0,,Greenville South Carolina,45045,451225,1681
Lancaster,0,South Carolina,2,,0,,Lancaster South Carolina,45057,76652,253
Anderson,0,South Carolina,2,,0,,Anderson South Carolina,45007,187126,755
Fairfield,0,South Carolina,1,,0,,Fairfield South Carolina,45039,23956,25
Calhoun,0,South Carolina,1,,0,,Calhoun South Carolina,45017,15175,0
Spartanburg,0,South Carolina,1,,0,,Spartanburg South Carolina,45083,284307,943
York,0,South Carolina,1,,0,,York South Carolina,45091,226073,334
Lee,0,South Carolina,1,1,0,,Lee South Carolina,45061,19220,20
Nevada state,1,Nevada,57,2,1,,Nevada state Nevada,#N/A,#N/A,#N/A
Clark,0,Nevada,42,,1,,Clark Nevada,32003,1951269,5467
Washoe,0,Nevada,14,2,0,,Washoe Nevada,32031,421407,1690
Carson City,0,Nevada,1,,0,,Carson City Nevada,32510,55274,229
Alabama state,1,Alabama,52,13,0,,Alabama state Alabama,#N/A,#N/A,#N/A
Jefferson,0,Alabama,25,4,0,,Jefferson Alabama,01073,658466,4392
Lee,0,Alabama,8,5,0,,Lee Alabama,01081,140247,314
Shelby,0,Alabama,4,,0,,Shelby Alabama,01117,195085,349
Elmore,0,Alabama,4,2,0,,Elmore Alabama,01051,79303,138
Tuscaloosa,0,Alabama,3,,0,,Tuscaloosa Alabama,01125,194656,933
Montgomery,0,Alabama,2,,0,,Montgomery Alabama,01101,229363,1143
Baldwin,0,Alabama,1,,0,,Baldwin Alabama,01003,182265,398
Limestone,0,Alabama,1,,0,,Limestone Alabama,01083,82782,102
St. Clair,0,Alabama,1,,0,,St. Clair Alabama,01115,83593,40
Madison,0,Alabama,1,,0,,Madison Alabama,01089,334811,1178
Calhoun,0,Alabama,1,1,0,,Calhoun Alabama,01015,118572,590
Houston,0,Alabama,1,1,0,,Houston Alabama,01069,101547,782
Diamond Princess state,1,Diamond Princess,47,,0,,Diamond Princess state Diamond Princess,#N/A,#N/A,#N/A
Unassigned,2,Diamond Princess,46,,0,,Unassigned Diamond Princess,#N/A,#N/A,#N/A
San Diego,2,Diamond Princess,1,,0,,San Diego Diamond Princess,#N/A,#N/A,#N/A
Maine state,1,Maine,42,14,0,,Maine state Maine,#N/A,#N/A,#N/A
Cumberland,0,Maine,24,4,0,,Cumberland Maine,23005,281674,1184
Unassigned,2,Maine,7,7,0,,Unassigned Maine,#N/A,#N/A,#N/A
Androscoggin,0,Maine,3,,0,,Androscoggin Maine,23001,107702,483
Lincoln,0,Maine,3,1,0,,Lincoln Maine,23015,34457,32
York,0,Maine,2,1,0,,York Maine,23031,197131,245
Oxford,0,Maine,1,,0,,Oxford Maine,23017,57833,75
Kennebec,0,Maine,1,,0,,Kennebec Maine,23011,122151,425
Penobscot,0,Maine,1,1,0,,Penobscot Maine,23019,153923,773
Indiana state,1,Indiana,39,9,2,,Indiana state Indiana,#N/A,#N/A,#N/A
Marion,0,Indiana,11,2,1,,Marion Indiana,18097,903393,3595
Hendricks,0,Indiana,4,1,0,,Hendricks Indiana,18063,145448,287
Johnson,0,Indiana,3,,1,,Johnson Indiana,18081,139654,275
Lake,0,Indiana,3,1,0,,Lake Indiana,18089,496005,2597
Howard,0,Indiana,2,,0,,Howard Indiana,18067,82752,254
Hamilton,0,Indiana,2,1,0,,Hamilton Indiana,18057,274569,577
Franklin,0,Indiana,2,,0,,Franklin Indiana,18047,23087,0
St. Joseph,0,Indiana,1,,0,,St. Joseph Indiana,18141,266931,811
Wells,0,Indiana,1,,0,,Wells Indiana,18179,27636,79
Adams,0,Indiana,1,,0,,Adams Indiana,18001,34387,35
Boone,0,Indiana,1,,0,,Boone Indiana,18011,56640,52
Floyd,0,Indiana,1,,0,,Floyd Indiana,18043,74578,297
Bartholomew,0,Indiana,1,,0,,Bartholomew Indiana,18005,76794,198
Unassigned,2,Indiana,1,1,0,,Unassigned Indiana,#N/A,#N/A,#N/A
Noble,0,Indiana,1,,0,,Noble Indiana,18113,47536,31
Clark,0,Indiana,1,1,0,,Clark Indiana,18019,110232,378
Fayette,0,Indiana,1,1,0,,Fayette Indiana,18041,24277,99
Jennings,0,Indiana,1,1,0,,Jennings Indiana,18079,28525,17
LaPorte,0,Indiana,1,,0,,LaPorte Indiana,18091,111467,377
New Hampshire state,1,New Hampshire,39,13,0,,New Hampshire state New Hampshire,#N/A,#N/A,#N/A
Rockingham,0,New Hampshire,17,3,0,,Rockingham New Hampshire,33015,295223,606
Hillsborough,0,New Hampshire,8,4,0,,Hillsborough New Hampshire,33011,400721,1144
Grafton,0,New Hampshire,7,,0,,Grafton New Hampshire,33009,89118,496
Carroll,0,New Hampshire,4,3,0,,Carroll New Hampshire,33003,47818,50
Belknap,0,New Hampshire,2,2,0,,Belknap New Hampshire,33001,60088,137
Merrimack,0,New Hampshire,1,1,0,,Merrimack New Hampshire,33013,146445,395
Iowa state,1,Iowa,38,9,0,,Iowa state Iowa,#N/A,#N/A,#N/A
Johnson,0,Iowa,21,3,0,,Johnson Iowa,19103,130882,1383
Dallas,0,Iowa,5,2,0,,Dallas Iowa,19049,66135,120
Polk,0,Iowa,3,2,0,,Polk Iowa,19153,430640,1725
Allamakee,0,Iowa,2,,0,,Allamakee Iowa,19005,14330,25
Harrison,0,Iowa,1,,0,,Harrison Iowa,19085,14928,25
Pottawattamie,0,Iowa,1,,0,,Pottawattamie Iowa,19155,93158,514
Carroll,0,Iowa,1,,0,,Carroll Iowa,19027,20816,116
Adair,0,Iowa,1,,0,,Adair Iowa,19001,7682,25
Black Hawk,0,Iowa,1,,0,,Black Hawk Iowa,19013,131090,459
Washington,0,Iowa,1,1,0,,Washington Iowa,19183,21704,25
Winneshiek,0,Iowa,1,1,0,,Winneshiek Iowa,19191,21056,25
Kentucky state,1,Kentucky,35,9,1,,Kentucky state Kentucky,#N/A,#N/A,#N/A
Fayette,0,Kentucky,8,,0,,Fayette Kentucky,21067,295803,2379
Jefferson,0,Kentucky,8,1,0,,Jefferson Kentucky,21111,741096,4795
Harrison,0,Kentucky,6,,0,,Harrison Kentucky,21097,18846,61
Unassigned,2,Kentucky,6,6,0,,Unassigned Kentucky,#N/A,#N/A,#N/A
Montgomery,0,Kentucky,2,,0,,Montgomery Kentucky,21173,26499,42
Nelson,0,Kentucky,1,,0,,Nelson Kentucky,21179,43437,40
Clark,0,Kentucky,1,,0,,Clark Kentucky,21049,35613,54
Bourbon,0,Kentucky,1,1,1,,Bourbon Kentucky,21017,19985,58
Lyon,0,Kentucky,1,,0,,Lyon Kentucky,21143,8314,0
Kenton,0,Kentucky,1,1,0,,Kenton Kentucky,21117,159720,728
Mississippi state,1,Mississippi,34,13,0,,Mississippi state Mississippi,#N/A,#N/A,#N/A
Hinds,0,Mississippi,6,,0,,Hinds Mississippi,28049,245285,2427
Leflore,0,Mississippi,4,,0,,Leflore Mississippi,28083,32317,208
Pearl River,0,Mississippi,4,2,0,,Pearl River Mississippi,28109,55834,84
Forrest,0,Mississippi,3,,0,,Forrest Mississippi,28035,74934,545
Harrison,0,Mississippi,3,2,0,,Harrison Mississippi,28047,187105,867
Hancock,0,Mississippi,2,1,0,,Hancock Mississippi,28045,43929,102
Copiah,0,Mississippi,2,,0,,Copiah Mississippi,28029,29449,25
Jackson,0,Mississippi,2,1,0,,Jackson Mississippi,28059,139668,571
Desoto,0,Mississippi,2,2,0,,Desoto Mississippi,28033,161252,514
Bolivar,0,Mississippi,2,2,0,,Bolivar Mississippi,28011,34145,165
Coahoma,0,Mississippi,2,2,0,,Coahoma Mississippi,28027,26151,181
Perry,0,Mississippi,1,1,0,,Perry Mississippi,28111,12250,22
Monroe,0,Mississippi,1,,0,,Monroe Mississippi,28095,36989,130
Rhode Island state,1,Rhode Island,33,10,0,,Rhode Island state Rhode Island,#N/A,#N/A,#N/A
Providence,0,Rhode Island,33,10,0,,Providence Rhode Island,44007,626667,3272
Arkansas state,1,Arkansas,33,11,0,,Arkansas state Arkansas,#N/A,#N/A,#N/A
Unassigned,2,Arkansas,19,,0,,Unassigned Arkansas,#N/A,#N/A,#N/A
Unassigned,2,Arkansas,10,10,0,,Unassigned Arkansas,#N/A,#N/A,#N/A
Jefferson,0,Arkansas,3,,0,,Jefferson Arkansas,05069,77435,498
Washington,0,Arkansas,1,1,0,,Washington Arkansas,05143,203065,851
"Washington, D.C. state",1,"Washington, D.C.",32,1,0,,"Washington, D.C. state Washington, D.C.",#N/A,#N/A,#N/A
District of Columbia,0,District of Columbia,32,1,0,,District of Columbia District of Columbia,11001,601723,4304
Oklahoma state,1,Oklahoma,31,12,0,,Oklahoma state Oklahoma,#N/A,#N/A,#N/A
Unassigned,2,Oklahoma,12,12,0,,Unassigned Oklahoma,#N/A,#N/A,#N/A
Oklahoma,0,Oklahoma,6,,0,,Oklahoma Oklahoma,40109,718633,4624
Tulsa,0,Oklahoma,3,,0,,Tulsa Oklahoma,40143,603403,3732
Cleveland,0,Oklahoma,2,,0,,Cleveland Oklahoma,40027,255755,807
Kay,0,Oklahoma,2,,0,,Kay Oklahoma,40071,46562,193
Out-of-State,2,Oklahoma,2,,0,,Out-of-State Oklahoma,#N/A,#N/A,#N/A
Jackson,0,Oklahoma,1,,0,,Jackson Oklahoma,40065,26446,49
Payne,0,Oklahoma,1,,0,,Payne Oklahoma,40119,77350,216
Canadian,0,Oklahoma,1,,0,,Canadian Oklahoma,40017,115541,123
Pawnee,0,Oklahoma,1,,0,,Pawnee Oklahoma,40117,16577,14
Nebraska state,1,Nebraska,29,5,0,,Nebraska state Nebraska,#N/A,#N/A,#N/A
Douglas,0,Nebraska,23,4,0,,Douglas Nebraska,31055,517110,3068
Knox,0,Nebraska,2,,0,,Knox Nebraska,31107,8701,23
Cass,0,Nebraska,1,,0,,Cass Nebraska,31025,25241,0
Sarpy,0,Nebraska,1,,0,,Sarpy Nebraska,31153,158840,176
Lincoln,0,Nebraska,1,,0,,Lincoln Nebraska,31111,36288,116
Adams,0,Nebraska,1,1,0,,Adams Nebraska,31001,31364,161
New Mexico state,1,New Mexico,28,5,0,,New Mexico state New Mexico,#N/A,#N/A,#N/A
Bernalillo,0,New Mexico,16,2,0,,Bernalillo New Mexico,35001,662564,2020
Santa Fe,0,New Mexico,5,1,0,,Santa Fe New Mexico,35049,144170,258
Sandoval,0,New Mexico,4,2,0,,Sandoval New Mexico,35043,131561,271
Socorro,0,New Mexico,2,,0,,Socorro New Mexico,35053,17866,24
Taos,0,New Mexico,1,,0,,Taos New Mexico,35055,32937,29
Arizona state,1,Arizona,27,6,0,,Arizona state Arizona,#N/A,#N/A,#N/A
Maricopa,0,Arizona,11,2,0,,Maricopa Arizona,04013,3817117,9705
Pinal,0,Arizona,8,3,0,,Pinal Arizona,04021,375770,388
Pima,0,Arizona,5,1,0,,Pima Arizona,04019,980263,3018
Navajo,0,Arizona,2,,0,,Navajo Arizona,04017,107449,130
Graham,0,Arizona,1,,0,,Graham Arizona,04009,37220,49
Delaware state,1,Delaware,26,10,0,,Delaware state Delaware,#N/A,#N/A,#N/A
New Castle,0,Delaware,17,2,0,,New Castle Delaware,10003,538479,2016
Unassigned,2,Delaware,7,7,0,,Unassigned Delaware,#N/A,#N/A,#N/A
Sussex,0,Delaware,1,,0,,Sussex Delaware,10005,197145,476
Kent,0,Delaware,1,1,0,,Kent Delaware,10001,162310,288
Missouri state,1,Missouri,24,8,1,,Missouri state Missouri,#N/A,#N/A,#N/A
St. Louis,0,Missouri,5,1,0,,St. Louis Missouri,29189,998954,4820
Greene,0,Missouri,4,,0,,Greene Missouri,29077,275174,1402
Jackson,0,Missouri,5,3,0,,Jackson Missouri,29095,674158,3934
St. Louis,0,Missouri,3,2,0,,St. Louis Missouri,29189,998954,4820
Cass,0,Missouri,2,,0,,Cass Missouri,29037,99478,106
Henry,0,Missouri,1,,0,,Henry Missouri,29083,22272,97
Cole,0,Missouri,1,,0,,Cole Missouri,29051,75990,268
Boone,0,Missouri,1,,1,,Boone Missouri,29019,162642,620
St. Charles,0,Missouri,1,1,0,,St. Charles Missouri,29183,360485,852
Unassigned,2,Missouri,1,1,0,,Unassigned Missouri,#N/A,#N/A,#N/A
Kansas state,1,Kansas,22,4,1,,Kansas state Kansas,#N/A,#N/A,#N/A
Johnson,0,Kansas,12,2,0,,Johnson Kansas,20091,544179,1563
Wyandotte,0,Kansas,4,,1,,Wyandotte Kansas,20209,157505,1196
Leavenworth,0,Kansas,2,2,0,,Leavenworth Kansas,20103,76227,130
Butler,0,Kansas,1,,0,,Butler Kansas,20015,65880,126
Franklin,0,Kansas,1,,0,,Franklin Kansas,20059,25992,44
Ford,0,Kansas,1,,0,,Ford Kansas,20057,33848,99
Douglas,0,Kansas,1,,0,,Douglas Kansas,20045,110826,152
Grand Princess state,1,Grand Princess,21,,0,,Grand Princess state Grand Princess,#N/A,#N/A,#N/A
Unassigned,2,Grand Princess,19,,0,,Unassigned Grand Princess,#N/A,#N/A,#N/A
Sonoma,2,Grand Princess,1,,0,,Sonoma Grand Princess,#N/A,#N/A,#N/A
San Diego,2,Grand Princess,1,,0,,San Diego Grand Princess,#N/A,#N/A,#N/A
Vermont state,1,Vermont,18,1,0,,Vermont state Vermont,#N/A,#N/A,#N/A
Unassigned,2,Vermont,5,,0,,Unassigned Vermont,#N/A,#N/A,#N/A
Chittenden,0,Vermont,4,,0,,Chittenden Vermont,50007,156545,562
Bennington,0,Vermont,3,,0,,Bennington Vermont,50003,37125,99
Windsor,0,Vermont,3,,0,,Windsor Vermont,50027,56670,60
Washington,0,Vermont,1,,0,,Washington Vermont,50023,59534,147
Orange,0,Vermont,1,,0,,Orange Vermont,50017,28936,25
Addison,0,Vermont,1,1,0,,Addison Vermont,50001,36821,25
Wyoming state,1,Wyoming,17,2,0,,Wyoming state Wyoming,#N/A,#N/A,#N/A
Fremont,0,Wyoming,8,,0,,Fremont Wyoming,56013,40123,248
Sheridan,0,Wyoming,4,,0,,Sheridan Wyoming,56033,29116,88
Laramie,0,Wyoming,4,2,0,,Laramie Wyoming,56021,91738,206
Park,0,Wyoming,1,,0,,Park Wyoming,56029,28205,50
Hawaii state,1,Hawaii,16,2,0,,Hawaii state Hawaii,#N/A,#N/A,#N/A
Honolulu,0,Hawaii,10,2,0,,Honolulu Hawaii,15003,953207,2219
Maui,0,Hawaii,3,,0,,Maui Hawaii,15009,154834,258
Kauai,0,Hawaii,2,,0,,Kauai Hawaii,15007,67091,144
Hawaii Island,2,Hawaii,1,,0,,Hawaii Island Hawaii,#N/A,#N/A,#N/A
South Dakota state,1,South Dakota,11,,1,,South Dakota state South Dakota,#N/A,#N/A,#N/A
Minnehaha,0,South Dakota,5,,0,,Minnehaha South Dakota,46099,169468,1150
Pennington,0,South Dakota,1,,1,,Pennington South Dakota,46103,100948,509
Beadle,0,South Dakota,1,,0,,Beadle South Dakota,46005,17398,25
Charles Mix,0,South Dakota,1,,0,,Charles Mix South Dakota,46023,9129,37
Davison,0,South Dakota,1,,0,,Davison South Dakota,46035,19504,67
Bon Homme,0,South Dakota,1,,0,,Bon Homme South Dakota,46009,7070,50
McCook,0,South Dakota,1,,0,,McCook South Dakota,46087,5618,0
Montana state,1,Montana,11,1,0,,Montana state Montana,#N/A,#N/A,#N/A
Gallatin,0,Montana,3,1,0,,Gallatin Montana,30031,89513,90
Missoula,0,Montana,3,,0,,Missoula Montana,30063,109299,404
Yellowstone,0,Montana,2,,0,,Yellowstone Montana,30111,147972,630
Unassigned,2,Montana,1,,0,,Unassigned Montana,#N/A,#N/A,#N/A
Silver Bow,0,Montana,1,,0,,Silver Bow Montana,30093,34200,206
Broadwater,0,Montana,1,,0,,Broadwater Montana,30007,5612,44
Alaska state,1,Alaska,9,3,0,,Alaska state Alaska,#N/A,#N/A,#N/A
Anchorage,0,Alaska,4,2,0,,Anchorage Alaska,02020,291826,988
Fairbanks North Star,0,Alaska,3,,0,,Fairbanks North Star Alaska,02090,97581,217
Ketchikan Gateway,0,Alaska,1,,0,,Ketchikan Gateway Alaska,02130,13477,54
Kenai Peninsula,0,Alaska,1,1,0,,Kenai Peninsula Alaska,02122,55400,204
Idaho state,1,Idaho,9,,0,,Idaho state Idaho,#N/A,#N/A,#N/A
Blaine,0,Idaho,4,,0,,Blaine Idaho,16013,21376,25
Ada,0,Idaho,3,,0,,Ada Idaho,16001,392365,1354
Teton,0,Idaho,1,,0,,Teton Idaho,16081,10170,13
Madison,0,Idaho,1,,0,,Madison Idaho,16065,37536,69
North Dakota state,1,North Dakota,7,2,0,,North Dakota state North Dakota,#N/A,#N/A,#N/A
Ward,0,North Dakota,2,,0,,Ward North Dakota,38101,61675,527
Burleigh,0,North Dakota,2,,0,,Burleigh North Dakota,38015,81308,510
Morton,0,North Dakota,2,2,0,,Morton North Dakota,38059,27471,41
Cass,0,North Dakota,1,,0,,Cass North Dakota,38017,149778,1262
Puerto Rico state,1,Puerto Rico,5,,0,,Puerto Rico state Puerto Rico,#N/A,#N/A,#N/A
Puerto Rico,2,Puerto Rico,5,,0,,Puerto Rico Puerto Rico,#N/A,#N/A,#N/A
Guam state,1,Guam,5,,0,,Guam state Guam,#N/A,#N/A,#N/A
Guam,2,Guam,5,,0,,Guam Guam,66010,#N/A,158
Wuhan Evacuee state,1,Wuhan Evacuee,3,,0,,Wuhan Evacuee state Wuhan Evacuee,#N/A,#N/A,#N/A
Unassigned,2,Wuhan Evacuee,3,,0,,Unassigned Wuhan Evacuee,#N/A,#N/A,#N/A
US Virgin Islands,2,Wuhan Evacuee,2,,0,,US Virgin Islands Wuhan Evacuee,#N/A,#N/A,#N/A
Unassigned,2,Wuhan Evacuee,2,,0,,Unassigned Wuhan Evacuee,#N/A,#N/A,#N/A
West Virginia state,1,West Virginia,2,1,0,,West Virginia state West Virginia,#N/A,#N/A,#N/A
Jefferson,0,West Virginia,1,,0,,Jefferson West Virginia,54037,53498,25
Mercer,0,West Virginia,1,1,0,,Mercer West Virginia,54055,62264,419
