LOCATION,IF_INCLUDE,IF_NAME_ERROR,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
DeKalb,0,#N/A,Georgia,107,33,,,DeKalb Georgia,13089,691893,2436
Dougherty,0,#N/A,Georgia,101,32,,,Dougherty Georgia,13095,94565,939
Cobb,0,#N/A,Georgia,90,11,,,Cobb Georgia,13067,688078,1099
Unassigned,2,#N/A,Georgia,81,35,,6,Unassigned Georgia,#N/A,#N/A,#N/A
Bartow,0,#N/A,Georgia,76,15,,,Bartow Georgia,13015,100157,80
Gwinnett,0,#N/A,Georgia,46,11,,,Gwinnett Georgia,13135,805321,847
Cherokee,0,#N/A,Georgia,30,6,,,Cherokee Georgia,13057,214346,79
Carroll,0,#N/A,Georgia,26,5,,,Carroll Georgia,13045,110527,303
Lee,0,#N/A,Georgia,24,5,,,Lee Georgia,13177,28298,0
Clayton,0,#N/A,Georgia,21,2,,,Clayton Georgia,13063,259424,558
Clarke,0,#N/A,Georgia,17,3,,,Clarke Georgia,13059,116714,574
Hall,0,#N/A,Georgia,16,6,,,Hall Georgia,13139,179684,557
Henry,0,#N/A,Georgia,13,4,,,Henry Georgia,13151,203922,265
Douglas,0,#N/A,Georgia,12,5,,,Douglas Georgia,13097,132403,192
Fayette,0,#N/A,Georgia,12,1,,,Fayette Georgia,13113,106567,157
Floyd,0,#N/A,Georgia,12,2,,,Floyd Georgia,13115,96317,559
Lowndes,0,#N/A,Georgia,11,3,,,Lowndes Georgia,13185,109233,430
Richmond,0,#N/A,Georgia,11,,,,Richmond Georgia,13245,200549,2470
Coweta,0,#N/A,Georgia,10,1,,,Coweta Georgia,13077,127317,211
Gordon,0,#N/A,Georgia,8,2,,,Gordon Georgia,13129,55186,80
Forsyth,0,#N/A,Georgia,8,1,,,Forsyth Georgia,13117,175511,187
Polk,0,#N/A,Georgia,8,4,,,Polk Georgia,13233,41475,53
Rockdale,0,#N/A,Georgia,8,3,,,Rockdale Georgia,13247,85215,146
Chatham,0,#N/A,Georgia,7,3,,,Chatham Georgia,13051,265128,1717
Troup,0,#N/A,Georgia,6,2,,,Troup Georgia,13285,67044,276
Laurens,0,#N/A,Georgia,6,4,,,Laurens Georgia,13175,48434,368
Columbia,0,#N/A,Georgia,6,3,,,Columbia Georgia,13073,124053,0
Newton,0,#N/A,Georgia,6,2,,,Newton Georgia,13217,99958,97
Paulding,0,#N/A,Georgia,6,1,,,Paulding Georgia,13223,142324,83
Houston,0,#N/A,Georgia,5,4,,,Houston Georgia,13153,139900,276
Spalding,0,#N/A,Georgia,5,1,,,Spalding Georgia,13255,64073,160
Early,0,#N/A,Georgia,5,3,,,Early Georgia,13099,11008,25
Glynn,0,#N/A,Georgia,5,1,,,Glynn Georgia,13127,79626,401
Oconee,0,#N/A,Georgia,5,2,,,Oconee Georgia,13219,32808,0
Bibb,0,#N/A,Georgia,4,2,,,Bibb Georgia,13021,155547,1182
Mitchell,0,#N/A,Georgia,4,4,,,Mitchell Georgia,13205,23498,23
Muscogee,0,#N/A,Georgia,4,2,,,Muscogee Georgia,13215,189885,1374
Sumter,0,#N/A,Georgia,4,2,,,Sumter Georgia,13261,32819,76
Pickens,0,#N/A,Georgia,4,1,,,Pickens Georgia,13227,29431,48
Worth,0,#N/A,Georgia,4,1,,,Worth Georgia,13321,21679,25
Monroe,0,#N/A,Georgia,3,2,,,Monroe Georgia,13207,26424,25
Terrell,0,#N/A,Georgia,3,1,,,Terrell Georgia,13273,9315,0
Lamar,0,#N/A,Georgia,3,,,,Lamar Georgia,13171,18317,0
Lumpkin,0,#N/A,Georgia,3,1,,,Lumpkin Georgia,13187,29966,49
Peach,0,#N/A,Georgia,3,,,,Peach Georgia,13225,27695,25
Crisp,0,#N/A,Georgia,3,3,,,Crisp Georgia,13081,23439,73
Whitfield,0,#N/A,Georgia,2,,,,Whitfield Georgia,13313,102599,282
Tift,0,#N/A,Georgia,2,,,,Tift Georgia,13277,40118,191
Effingham,0,#N/A,Georgia,2,,,,Effingham Georgia,13103,52250,25
Coffee,0,#N/A,Georgia,2,1,,,Coffee Georgia,13069,42356,88
Colquitt,0,#N/A,Georgia,2,,,,Colquitt Georgia,13071,45498,158
Baker,0,#N/A,Georgia,2,2,,,Baker Georgia,13007,3451,0
Bryan,0,#N/A,Georgia,2,2,,,Bryan Georgia,13029,30233,0
Baldwin,0,#N/A,Georgia,2,,,,Baldwin Georgia,13009,45720,340
Butts,0,#N/A,Georgia,2,,,,Butts Georgia,13035,23655,25
Lincoln,0,#N/A,Georgia,1,,,,Lincoln Georgia,13181,7996,0
Turner,0,#N/A,Georgia,1,,,,Turner Georgia,13287,8930,0
Miller,0,#N/A,Georgia,1,,,,Miller Georgia,13201,6125,25
Chattooga,0,#N/A,Georgia,1,,,,Chattooga Georgia,13055,26015,0
Walton,0,#N/A,Georgia,1,1,,,Walton Georgia,13297,83768,77
Charlton,0,#N/A,Georgia,1,,,,Charlton Georgia,13049,12171,0
Tattnall,0,#N/A,Georgia,1,,,,Tattnall Georgia,13267,25520,25
Catoosa,0,#N/A,Georgia,1,,,,Catoosa Georgia,13047,63942,185
Madison,0,#N/A,Georgia,1,,,,Madison Georgia,13195,28120,0
Morgan,0,#N/A,Georgia,1,,,,Morgan Georgia,13211,17868,41
Pierce,0,#N/A,Georgia,1,,,,Pierce Georgia,13229,18758,0
Washington,0,#N/A,Georgia,1,,,,Washington Georgia,13303,21187,116
Heard,0,#N/A,Georgia,1,,,,Heard Georgia,13149,11834,0
Liberty,0,#N/A,Georgia,1,,,,Liberty Georgia,13179,63453,25
Harris,0,#N/A,Georgia,1,,,,Harris Georgia,13145,32024,0
Burke,0,#N/A,Georgia,1,,,,Burke Georgia,13033,23316,40
Camden,0,#N/A,Georgia,1,,,,Camden Georgia,13039,50513,40
Dawson,0,#N/A,Georgia,1,,,,Dawson Georgia,13085,22330,0
Ben Hill,0,#N/A,Georgia,1,1,,,Ben Hill Georgia,13017,17634,75
Randolph,0,#N/A,Georgia,1,,,,Randolph Georgia,13243,7719,25
Clinch,0,#N/A,Georgia,1,,,,Clinch Georgia,13065,6798,25
Greene,0,#N/A,Georgia,1,1,,,Greene Georgia,13133,15994,49
Irwin,0,#N/A,Georgia,1,1,,,Irwin Georgia,13155,9538,34
Jasper,0,#N/A,Georgia,1,1,,,Jasper Georgia,13159,13900,17
Macon,0,#N/A,Georgia,1,1,,,Macon Georgia,13193,14740,49
Meriwether,0,#N/A,Georgia,1,1,,,Meriwether Georgia,13199,21992,188
Barrow,0,#N/A,Georgia,1,,,,Barrow Georgia,13013,69367,56
Pulaski,0,#N/A,Georgia,1,1,,,Pulaski Georgia,13235,12010,49
Stephens,0,#N/A,Georgia,1,1,,,Stephens Georgia,13257,26175,96
Twiggs,0,#N/A,Georgia,1,,,,Twiggs Georgia,13289,9023,0
category Texas,1,#N/A,Texas,986,177,,3,category Texas Texas,#N/A,#N/A,#N/A
Dallas,0,#N/A,Texas,169,14,,1,Dallas Texas,48113,2368139,8721
Harris,0,#N/A,Texas,134,56,,,Harris Texas,48201,4092459,15865
Travis,0,#N/A,Texas,98,12,,,Travis Texas,48453,1024266,3821
Tarrant,0,#N/A,Texas,71,14,,,Tarrant Texas,48439,1809034,6810
Bexar,0,#N/A,Texas,69,12,,,Bexar Texas,48029,1714773,8084
Denton,0,#N/A,Texas,51,15,,,Denton Texas,48121,662614,1516
Fort Bend,0,#N/A,Texas,46,4,,,Fort Bend Texas,48157,585375,1105
Collin,0,#N/A,Texas,45,,,,Collin Texas,48085,782341,2649
Brazoria,0,#N/A,Texas,28,12,,,Brazoria Texas,48039,313166,357
McLennan,0,#N/A,Texas,24,4,,,McLennan Texas,48309,234906,285
Montgomery,0,#N/A,Texas,23,4,,,Montgomery Texas,48339,455746,1908
Bell,0,#N/A,Texas,18,2,,,Bell Texas,48027,310235,1091
Galveston,0,#N/A,Texas,18,,,,Galveston Texas,48167,291309,711
Brazos,0,#N/A,Texas,16,4,,,Brazos Texas,48041,194851,658
Smith,0,#N/A,Texas,14,4,,,Smith Texas,48423,209714,1337
Williamson,0,#N/A,Texas,14,,,,Williamson Texas,48491,422679,1009
Lubbock,0,#N/A,Texas,12,2,,,Lubbock Texas,48303,278831,1563
El Paso,0,#N/A,Texas,10,1,,,El Paso Texas,48141,800647,2813
Hays,0,#N/A,Texas,7,,,,Hays Texas,48209,157107,354
Jefferson,0,#N/A,Texas,6,,,,Jefferson Texas,48245,252273,1593
Ellis,0,#N/A,Texas,6,,,,Ellis Texas,48139,149610,164
Wichita,0,#N/A,Texas,6,1,,,Wichita Texas,48485,131500,559
Nueces,0,#N/A,Texas,6,,,,Nueces Texas,48355,340223,2035
Cameron,0,#N/A,Texas,6,,,,Cameron Texas,48061,406220,1463
Comal,0,#N/A,Texas,5,2,,,Comal Texas,48091,108472,340
Hidalgo,0,#N/A,Texas,5,3,,,Hidalgo Texas,48215,774769,2292
Matagorda,0,#N/A,Texas,4,,,,Matagorda Texas,48321,36702,75
Guadalupe,0,#N/A,Texas,4,,,,Guadalupe Texas,48187,131533,133
Webb,0,#N/A,Texas,4,,,,Webb Texas,48479,250304,578
Midland,0,#N/A,Texas,3,2,,1,Midland Texas,48329,136872,621
Victoria,0,#N/A,Texas,3,3,,,Victoria Texas,48469,86793,723
Potter,0,#N/A,Texas,3,1,,,Potter Texas,48375,121073,1146
Hockley,0,#N/A,Texas,3,,,,Hockley Texas,48219,22935,48
Brown,0,#N/A,Texas,2,,,,Brown Texas,48049,38106,194
Kaufman,0,#N/A,Texas,2,2,,,Kaufman Texas,48257,103350,407
Grayson,0,#N/A,Texas,2,,,,Grayson Texas,48181,120877,602
Atascosa,0,#N/A,Texas,2,,,,Atascosa Texas,48013,44911,67
Randall,0,#N/A,Texas,2,,,,Randall Texas,48381,120725,4
Johnson,0,#N/A,Texas,2,,,,Johnson Texas,48251,150934,137
Milam,0,#N/A,Texas,2,,,,Milam Texas,48331,24757,35
Grimes,0,#N/A,Texas,2,,,,Grimes Texas,48185,26604,25
Castro,0,#N/A,Texas,2,,,,Castro Texas,48069,8062,17
Hardin,0,#N/A,Texas,2,,,,Hardin Texas,48199,54635,0
Parker,0,#N/A,Texas,1,,,,Parker Texas,48367,116927,125
Oldham,0,#N/A,Texas,1,,,1,Oldham Texas,48359,2052,0
Kendall,0,#N/A,Texas,1,,,,Kendall Texas,48259,33410,0
Lamar,0,#N/A,Texas,1,,,,Lamar Texas,48277,49793,393
Fayette,0,#N/A,Texas,1,,,,Fayette Texas,48149,24554,65
Medina,0,#N/A,Texas,1,,,,Medina Texas,48325,46006,25
Wharton,0,#N/A,Texas,1,,,,Wharton Texas,48481,41280,49
Rusk,0,#N/A,Texas,1,,,,Rusk Texas,48401,53330,96
Deaf Smith,0,#N/A,Texas,1,,,,Deaf Smith Texas,48117,19372,42
Bowie,0,#N/A,Texas,1,,,,Bowie Texas,48037,92565,841
Chambers,0,#N/A,Texas,1,,,,Chambers Texas,48071,35096,39
Liberty,0,#N/A,Texas,1,,,,Liberty Texas,48291,75643,29
Crane,0,#N/A,Texas,1,,,,Crane Texas,48103,4375,25
Bastrop,0,#N/A,Texas,1,,,,Bastrop Texas,48021,74171,8
Burnet,0,#N/A,Texas,1,,,,Burnet Texas,48053,42750,71
Walker,0,#N/A,Texas,1,,,,Walker Texas,48471,67861,123
DeWitt,0,#N/A,Texas,1,,,,DeWitt Texas,48123,20097,49
Fannin,0,#N/A,Texas,1,,,,Fannin Texas,48147,33915,25
Van Zandt,0,#N/A,Texas,1,,,,Van Zandt Texas,48467,52579,52
Orange,0,#N/A,Texas,1,,,,Orange Texas,48361,81837,0
Gaines,0,#N/A,Texas,1,,,,Gaines Texas,48165,17526,25
Erath,0,#N/A,Texas,1,,,,Erath Texas,48143,37890,98
Eastland,0,#N/A,Texas,1,,,,Eastland Texas,48133,18583,52
Blanco,0,#N/A,Texas,1,,,,Blanco Texas,48031,10497,0
Waller,0,#N/A,Texas,1,,,,Waller Texas,48473,43205,0
Falls,0,#N/A,Texas,1,,,,Falls Texas,48145,17866,36
Lavaca,0,#N/A,Texas,1,,,,Lavaca Texas,48285,19263,50
Robertson,0,#N/A,Texas,1,,,,Robertson Texas,48395,16622,0
Terry,0,#N/A,Texas,1,,,,Terry Texas,48445,12651,45
Llano,0,#N/A,Texas,1,,,,Llano Texas,48299,19301,30
Gregg,0,#N/A,Texas,1,,,,Gregg Texas,48183,121730,846
Hunt,0,#N/A,Texas,1,1,,,Hunt Texas,48231,86129,246
Hopkins,0,#N/A,Texas,1,1,,,Hopkins Texas,48223,35161,96
Tom Green,0,#N/A,Texas,1,1,,,Tom Green Texas,48451,110224,614
Maverick,0,#N/A,Texas,1,,,,Maverick Texas,48323,54258,101
category Pennsylvania,1,#N/A,Pennsylvania,946,248,,1,category Pennsylvania Pennsylvania,#N/A,#N/A,#N/A
Philadelphia,0,#N/A,Pennsylvania,252,77,,,Philadelphia Pennsylvania,42101,1526006,8160
Montgomery,0,#N/A,Pennsylvania,159,23,,,Montgomery Pennsylvania,42091,799874,3403
Delaware,0,#N/A,Pennsylvania,84,30,,,Delaware Pennsylvania,42045,558979,1123
Bucks,0,#N/A,Pennsylvania,69,26,,,Bucks Pennsylvania,42017,625249,1299
Allegheny,0,#N/A,Pennsylvania,58,10,,1,Allegheny Pennsylvania,42003,1223348,7616
Monroe,0,#N/A,Pennsylvania,45,2,,,Monroe Pennsylvania,42089,169842,235
Chester,0,#N/A,Pennsylvania,40,,,,Chester Pennsylvania,42029,498886,1286
Northampton,0,#N/A,Pennsylvania,33,10,,,Northampton Pennsylvania,42095,297735,362
Lehigh,0,#N/A,Pennsylvania,27,2,,,Lehigh Pennsylvania,42077,349497,1912
Luzerne,0,#N/A,Pennsylvania,21,11,,,Luzerne Pennsylvania,42079,320918,1180
York,0,#N/A,Pennsylvania,18,8,,,York Pennsylvania,42133,434972,921
Berks,0,#N/A,Pennsylvania,16,2,,,Berks Pennsylvania,42011,411442,1247
Lackawanna,0,#N/A,Pennsylvania,15,8,,,Lackawanna Pennsylvania,42069,214437,1079
Cumberland,0,#N/A,Pennsylvania,13,1,,,Cumberland Pennsylvania,42041,235406,590
Westmoreland,0,#N/A,Pennsylvania,11,5,,,Westmoreland Pennsylvania,42129,365169,654
Lancaster,0,#N/A,Pennsylvania,10,5,,,Lancaster Pennsylvania,42071,519445,1191
Washington,0,#N/A,Pennsylvania,9,2,,,Washington Pennsylvania,42125,207820,602
Centre,0,#N/A,Pennsylvania,7,4,,,Centre Pennsylvania,42027,153990,438
Butler,0,#N/A,Pennsylvania,6,1,,,Butler Pennsylvania,42019,183862,296
Adams,0,#N/A,Pennsylvania,6,,,,Adams Pennsylvania,42001,101407,76
Schuylkill,0,#N/A,Pennsylvania,5,2,,,Schuylkill Pennsylvania,42107,148289,361
Erie,0,#N/A,Pennsylvania,5,2,,,Erie Pennsylvania,42049,280566,1188
Wayne,0,#N/A,Pennsylvania,4,1,,,Wayne Pennsylvania,42127,52822,112
Pike,0,#N/A,Pennsylvania,4,1,,,Pike Pennsylvania,42103,57369,0
Dauphin,0,#N/A,Pennsylvania,4,3,,,Dauphin Pennsylvania,42043,268100,1189
Franklin,0,#N/A,Pennsylvania,3,2,,,Franklin Pennsylvania,42055,149618,416
Beaver,0,#N/A,Pennsylvania,3,,,,Beaver Pennsylvania,42007,170539,396
Lebanon,0,#N/A,Pennsylvania,3,,,,Lebanon Pennsylvania,42075,133568,484
Montour,0,#N/A,Pennsylvania,3,2,,,Montour Pennsylvania,42093,18267,656
Mercer,0,#N/A,Pennsylvania,2,1,,,Mercer Pennsylvania,42085,116638,521
Fayette,0,#N/A,Pennsylvania,2,1,,,Fayette Pennsylvania,42051,136606,283
​Armstrong,0,#N/A,Pennsylvania,1,1,,,​Armstrong Pennsylvania,42005,68941,155
Columbia,0,#N/A,Pennsylvania,1,,,,Columbia Pennsylvania,42037,67295,173
Cambria,0,#N/A,Pennsylvania,1,,,,Cambria Pennsylvania,42021,143679,594
Potter,0,#N/A,Pennsylvania,1,,,,Potter Pennsylvania,42105,17457,59
​Bradford,0,#N/A,Pennsylvania,1,1,,,​Bradford Pennsylvania,42015,62622,340
​Carbon,0,#N/A,Pennsylvania,1,1,,,​Carbon Pennsylvania,42025,65249,155
​Clearfield,0,#N/A,Pennsylvania,1,1,,,​Clearfield Pennsylvania,42033,81642,310
​Juniata,0,#N/A,Pennsylvania,1,1,,,​Juniata Pennsylvania,42067,24636,0
​Somerset,0,#N/A,Pennsylvania,1,1,,,​Somerset Pennsylvania,42111,77742,224
category Colorado,1,#N/A,Colorado,824,101,,1,category Colorado Colorado,#N/A,#N/A,#N/A
Denver,0,#N/A,Colorado,176,28,,,Denver Colorado,08031,600158,2361
El Paso,0,#N/A,Colorado,106,37,,1,El Paso Colorado,08041,622263,836
Eagle,0,#N/A,Colorado,96,4,,,Eagle Colorado,08037,52197,58
Arapahoe,0,#N/A,Colorado,69,11,,,Arapahoe Colorado,08005,572003,1010
Jefferson,0,#N/A,Colorado,55,,,,Jefferson Colorado,08059,534543,780
Douglas,0,#N/A,Colorado,53,5,,,Douglas Colorado,08035,285465,286
Weld,0,#N/A,Colorado,50,,,,Weld Colorado,08123,252825,300
Boulder,0,#N/A,Colorado,49,10,,,Boulder Colorado,08013,294567,522
Larimer,0,#N/A,Colorado,34,,,,Larimer Colorado,08069,299630,725
Gunnison,0,#N/A,Colorado,28,,,,Gunnison Colorado,08051,15324,24
Adams,0,#N/A,Colorado,27,2,,,Adams Colorado,08001,441603,800
Pitkin,0,#N/A,Colorado,18,,,,Pitkin Colorado,08097,17148,25
Garfield,0,#N/A,Colorado,8,,,,Garfield Colorado,08045,56389,119
Summit,0,#N/A,Colorado,8,,,,Summit Colorado,08117,27994,34
Mesa,0,#N/A,Colorado,5,,,,Mesa Colorado,08077,146723,460
Broomfield,0,#N/A,Colorado,5,3,,,Broomfield Colorado,08014,55889,0
Unassigned,2,#N/A,Colorado,5,,,,Unassigned Colorado,#N/A,#N/A,#N/A
Elbert,0,#N/A,Colorado,3,,,,Elbert Colorado,08039,23086,0
Teller,0,#N/A,Colorado,3,,,,Teller Colorado,08119,23350,15
Morgan,0,#N/A,Colorado,3,,,,Morgan Colorado,08087,28159,69
Pueblo,0,#N/A,Colorado,3,,,,Pueblo Colorado,08101,159063,1292
Clear Creek,0,#N/A,Colorado,3,,,,Clear Creek Colorado,08019,9088,0
Chaffee,0,#N/A,Colorado,3,,,,Chaffee Colorado,08015,17809,25
Routt,0,#N/A,Colorado,3,,,,Routt Colorado,08107,23509,98
Grand,0,#N/A,Colorado,2,,,,Grand Colorado,08049,14843,44
Logan,0,#N/A,Colorado,2,,,,Logan Colorado,08075,22709,25
Delta,0,#N/A,Colorado,1,1,,,Delta Colorado,08029,30952,49
Hinsdale,0,#N/A,Colorado,1,,,,Hinsdale Colorado,08053,843,0
Montrose,0,#N/A,Colorado,1,,,,Montrose Colorado,08085,41276,69
San Miguel,0,#N/A,Colorado,1,,,,San Miguel Colorado,08113,7359,0
Crowley,0,#N/A,Colorado,1,,,,Crowley Colorado,08025,5823,0
Park,0,#N/A,Colorado,1,,,,Park Colorado,08093,16206,0
Yuma,0,#N/A,Colorado,1,,,,Yuma Colorado,08125,10043,28
category Tennessee,1,#N/A,Tennessee,773,187,,,category Tennessee Tennessee,#N/A,#N/A,#N/A
Davidson,0,#N/A,Tennessee,253,89,,,Davidson Tennessee,47037,626681,4489
Shelby,0,#N/A,Tennessee,135,42,,,Shelby Tennessee,47157,927644,4876
Out-of-state,2,#N/A,Tennessee,95,6,,,Out-of-state Tennessee,#N/A,#N/A,#N/A
Williamson,0,#N/A,Tennessee,64,11,,,Williamson Tennessee,47187,183182,225
Unassigned,2,#N/A,Tennessee,38,8,,,Unassigned Tennessee,#N/A,#N/A,#N/A
Sumner,0,#N/A,Tennessee,34,,,,Sumner Tennessee,47165,160645,441
Knox,0,#N/A,Tennessee,15,3,,,Knox Tennessee,47093,432226,2122
Rutherford,0,#N/A,Tennessee,13,4,,,Rutherford Tennessee,47149,262604,488
Robertson,0,#N/A,Tennessee,12,6,,,Robertson Tennessee,47147,66283,109
Putnam,0,#N/A,Tennessee,8,2,,,Putnam Tennessee,47141,72321,247
Hamilton,0,#N/A,Tennessee,8,,,,Hamilton Tennessee,47065,336463,1825
Washington,0,#N/A,Tennessee,7,1,,,Washington Tennessee,47179,122979,714
Wilson,0,#N/A,Tennessee,7,1,,,Wilson Tennessee,47189,113993,245
Tipton,0,#N/A,Tennessee,6,,,,Tipton Tennessee,47167,61081,100
Montgomery,0,#N/A,Tennessee,6,3,,,Montgomery Tennessee,47125,172331,270
Maury,0,#N/A,Tennessee,6,,,,Maury Tennessee,47119,80956,255
Dickson,0,#N/A,Tennessee,5,,,,Dickson Tennessee,47043,49666,157
Greene,0,#N/A,Tennessee,5,1,,,Greene Tennessee,47059,68831,240
Cheatham,0,#N/A,Tennessee,5,1,,,Cheatham Tennessee,47021,39105,12
Jefferson,0,#N/A,Tennessee,4,1,,,Jefferson Tennessee,47089,51407,54
Carroll,0,#N/A,Tennessee,3,1,,,Carroll Tennessee,47017,28522,115
Blount,0,#N/A,Tennessee,3,1,,,Blount Tennessee,47009,123010,471
Cumberland,0,#N/A,Tennessee,3,1,,,Cumberland Tennessee,47035,56053,189
Bradley,0,#N/A,Tennessee,2,1,,,Bradley Tennessee,47011,98963,348
Hamblen,0,#N/A,Tennessee,2,,,,Hamblen Tennessee,47063,62544,278
Sevier,0,#N/A,Tennessee,2,1,,,Sevier Tennessee,47155,89889,79
Fayette,0,#N/A,Tennessee,2,,,,Fayette Tennessee,47047,38413,0
Gibson,0,#N/A,Tennessee,2,1,,,Gibson Tennessee,47053,49683,70
McMinn,0,#N/A,Tennessee,2,,,,McMinn Tennessee,47107,52266,262
Loudon,0,#N/A,Tennessee,2,1,,,Loudon Tennessee,47105,48556,50
Monroe,0,#N/A,Tennessee,2,,,,Monroe Tennessee,47123,44519,59
Sullivan,0,#N/A,Tennessee,2,,,,Sullivan Tennessee,47163,156823,1175
Dyer,0,#N/A,Tennessee,2,,,,Dyer Tennessee,47045,38335,225
Campbell,0,#N/A,Tennessee,2,,,,Campbell Tennessee,47013,40716,120
Anderson,0,#N/A,Tennessee,1,,,,Anderson Tennessee,47001,75129,301
Cocke,0,#N/A,Tennessee,1,,,,Cocke Tennessee,47029,35662,74
Scott,0,#N/A,Tennessee,1,,,,Scott Tennessee,47151,22228,25
Chester,0,#N/A,Tennessee,1,,,,Chester Tennessee,47023,17131,0
Franklin,0,#N/A,Tennessee,1,,,,Franklin Tennessee,47051,41052,174
Houston,0,#N/A,Tennessee,1,,,,Houston Tennessee,47083,8426,25
Madison,0,#N/A,Tennessee,1,1,,,Madison Tennessee,47113,98294,835
Marion,0,#N/A,Tennessee,1,,,,Marion Tennessee,47115,28237,68
Perry,0,#N/A,Tennessee,1,,,,Perry Tennessee,47135,7915,53
Claiborne,0,#N/A,Tennessee,1,,,,Claiborne Tennessee,47025,32213,85
Dekalb,0,#N/A,Tennessee,1,,,,Dekalb Tennessee,47041,18723,71
Grundy,0,#N/A,Tennessee,1,,,,Grundy Tennessee,47061,13703,0
Hardin,0,#N/A,Tennessee,1,,,,Hardin Tennessee,47071,26026,58
Lincoln,0,#N/A,Tennessee,1,,,,Lincoln Tennessee,47103,33361,59
Overton,0,#N/A,Tennessee,1,,,,Overton Tennessee,47133,22083,82
Roane,0,#N/A,Tennessee,1,,,,Roane Tennessee,47145,54181,54
Weakley,0,#N/A,Tennessee,0,,,,Weakley Tennessee,47183,35021,140
category Connecticut,1,#N/A,Connecticut,618,203,,2,category Connecticut Connecticut,#N/A,#N/A,#N/A
Fairfield,0,#N/A,Connecticut,384,114,,1,Fairfield Connecticut,09001,916829,2066
New Haven,0,#N/A,Connecticut,89,48,,,New Haven Connecticut,09009,862477,3045
Hartford,0,#N/A,Connecticut,88,27,,,Hartford Connecticut,09003,894014,2980
Litchfield,0,#N/A,Connecticut,22,9,,,Litchfield Connecticut,09005,189927,272
Tolland,0,#N/A,Connecticut,19,3,,1,Tolland Connecticut,09013,152691,174
Middlesex,0,#N/A,Connecticut,8,,,,Middlesex Connecticut,09007,165676,215
New London,0,#N/A,Connecticut,6,2,,,New London Connecticut,09011,274055,465
Windham,0,#N/A,Connecticut,2,,,,Windham Connecticut,09015,118428,234
category Ohio,1,#N/A,Ohio,567,124,,2,category Ohio Ohio,#N/A,#N/A,#N/A
Cuyahoga,0,#N/A,Ohio,167,18,,1,Cuyahoga Ohio,39035,1280122,8105
Franklin,0,#N/A,Ohio,75,31,,,Franklin Ohio,39049,1163414,6376
Hamilton,0,#N/A,Ohio,38,12,,,Hamilton Ohio,39061,802374,4961
Summit,0,#N/A,Ohio,36,8,,,Summit Ohio,39153,541781,2819
Lorain,0,#N/A,Ohio,30,6,,,Lorain Ohio,39093,301356,840
Mahoning,0,#N/A,Ohio,28,5,,,Mahoning Ohio,39099,238823,1051
Miami,0,#N/A,Ohio,19,2,,,Miami Ohio,39109,102506,193
Butler,0,#N/A,Ohio,18,1,,,Butler Ohio,39017,368130,879
Medina,0,#N/A,Ohio,15,,,,Medina Ohio,39103,172332,191
Stark,0,#N/A,Ohio,13,1,,,Stark Ohio,39151,375586,1740
Lucas,0,#N/A,Ohio,13,3,,,Lucas Ohio,39095,441815,3357
Delaware,0,#N/A,Ohio,11,4,,,Delaware Ohio,39041,174214,212
Lake,0,#N/A,Ohio,11,3,,,Lake Ohio,39085,230041,561
Montgomery,0,#N/A,Ohio,10,3,,,Montgomery Ohio,39113,535153,3458
Warren,0,#N/A,Ohio,7,2,,,Warren Ohio,39165,212693,378
Geauga,0,#N/A,Ohio,5,3,,,Geauga Ohio,39055,93389,281
Clermont,0,#N/A,Ohio,5,,,,Clermont Ohio,39025,197363,148
Richland,0,#N/A,Ohio,4,3,,,Richland Ohio,39139,124475,398
Marion,0,#N/A,Ohio,4,1,,,Marion Ohio,39101,66501,270
Portage,0,#N/A,Ohio,4,2,,,Portage Ohio,39133,161419,302
Trumbull,0,#N/A,Ohio,4,1,,,Trumbull Ohio,39155,210312,1137
Ashtabula,0,#N/A,Ohio,3,,,,Ashtabula Ohio,39007,101497,429
Tuscarawas,0,#N/A,Ohio,3,1,,,Tuscarawas Ohio,39157,92582,198
Coshocton,0,#N/A,Ohio,3,,,,Coshocton Ohio,39031,36901,56
Columbiana,0,#N/A,Ohio,3,1,,,Columbiana Ohio,39029,107841,351
Greene,0,#N/A,Ohio,3,2,,,Greene Ohio,39057,161573,176
Carroll,0,#N/A,Ohio,3,1,,,Carroll Ohio,39019,28836,0
Union,0,#N/A,Ohio,2,1,,,Union Ohio,39159,52300,97
Clark,0,#N/A,Ohio,2,1,,,Clark Ohio,39023,138333,40
Defiance,0,#N/A,Ohio,2,,,,Defiance Ohio,39039,39037,104
Wood,0,#N/A,Ohio,2,,,,Wood Ohio,39173,125488,196
Huron,0,#N/A,Ohio,2,1,,,Huron Ohio,39077,59626,139
Logan,0,#N/A,Ohio,2,1,,,Logan Ohio,39091,45858,115
Belmont,0,#N/A,Ohio,2,,,,Belmont Ohio,39013,70400,300
Licking,0,#N/A,Ohio,2,1,,,Licking Ohio,39089,166492,262
Fairfield,0,#N/A,Ohio,2,2,,,Fairfield Ohio,39045,146156,255
Highland,0,#N/A,Ohio,1,,,,Highland Ohio,39071,43589,70
Clinton,0,#N/A,Ohio,1,,,,Clinton Ohio,39027,42040,165
Hancock,0,#N/A,Ohio,1,,,,Hancock Ohio,39063,74782,201
Gallia,0,#N/A,Ohio,1,,,1,Gallia Ohio,39053,30934,287
