LOCATION,IF_INCLUDE,IF_NAME_ERROR,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
West Baton Rouge,0,#N/A,Louisiana,8,1,1,,West Baton Rouge Louisiana,22121,23788,0
Tangipahoa,0,#N/A,Louisiana,7,2,0,,Tangipahoa Louisiana,22105,121097,404
Avoyelles,0,#N/A,Louisiana,7,2,0,,Avoyelles Louisiana,22009,42073,55
Washington,0,#N/A,Louisiana,6,2,1,,Washington Louisiana,22117,47168,25
Assumption,0,#N/A,Louisiana,5,3,0,,Assumption Louisiana,22007,23421,6
Allen,0,#N/A,Louisiana,5,3,0,,Allen Louisiana,22003,25764,76
St. Landry,0,#N/A,Louisiana,5,1,0,,St. Landry Louisiana,22097,83384,360
St. Mary,0,#N/A,Louisiana,5,,0,,St. Mary Louisiana,22101,54650,187
East Feliciana,0,#N/A,Louisiana,4,4,0,,East Feliciana Louisiana,22037,20267,506
Beauregard,0,#N/A,Louisiana,3,,0,,Beauregard Louisiana,22011,35654,80
Iberia,0,#N/A,Louisiana,3,1,0,,Iberia Louisiana,22045,73240,211
Morehouse,0,#N/A,Louisiana,3,2,0,,Morehouse Louisiana,22067,27979,82
Acadia,0,#N/A,Louisiana,3,1,0,,Acadia Louisiana,22001,61773,41
Lincoln,0,#N/A,Louisiana,3,1,0,,Lincoln Louisiana,22061,46735,146
Claiborne,0,#N/A,Louisiana,2,,0,,Claiborne Louisiana,22027,17195,0
St. Martin,0,#N/A,Louisiana,2,1,0,,St. Martin Louisiana,22099,52160,25
Vernon,0,#N/A,Louisiana,2,,0,,Vernon Louisiana,22115,52334,119
Union,0,#N/A,Louisiana,2,,0,,Union Louisiana,22111,22721,54
Evangeline,0,#N/A,Louisiana,2,,0,,Evangeline Louisiana,22039,33984,250
Natchitoches,0,#N/A,Louisiana,2,,0,,Natchitoches Louisiana,22069,39566,208
Bienville,0,#N/A,Louisiana,1,,1,,Bienville Louisiana,22013,14353,21
Madison,0,#N/A,Louisiana,1,1,0,,Madison Louisiana,22065,12093,25
Jackson,0,#N/A,Louisiana,1,,0,,Jackson Louisiana,22049,16274,25
Jefferson Davis,0,#N/A,Louisiana,1,,0,,Jefferson Davis Louisiana,22053,31594,96
Richland,0,#N/A,Louisiana,1,,0,,Richland Louisiana,22083,20725,56
Winn,0,#N/A,Louisiana,1,,0,,Winn Louisiana,22127,15313,80
La Salle,0,LaSalle Louisiana,Louisiana,1,1,0,,La Salle Louisiana,22059,14890,84
Pointe Coupee,0,#N/A,Louisiana,1,1,0,,Pointe Coupee Louisiana,22077,22802,25
Vermilion,0,#N/A,Louisiana,1,1,0,,Vermilion Louisiana,22113,57999,95
Grant,0,#N/A,Louisiana,1,,0,,Grant Louisiana,22043,22309,0
Catahoula,0,#N/A,Louisiana,1,,1,,Catahoula Louisiana,22025,10407,0
category Pennsylvania,1,#N/A,Pennsylvania,1795,510,18,2,category Pennsylvania Pennsylvania,#N/A,#N/A,#N/A
Philadelphia,0,#N/A,Pennsylvania,475,133,1,,Philadelphia Pennsylvania,42101,1526006,8160
Montgomery,0,#N/A,Pennsylvania,313,94,3,1,Montgomery Pennsylvania,42091,799874,3403
Delaware,0,#N/A,Pennsylvania,156,55,2,,Delaware Pennsylvania,42045,558979,1123
Allegheny,0,#N/A,Pennsylvania,133,45,2,,Allegheny Pennsylvania,42003,1223348,7616
Bucks,0,#N/A,Pennsylvania,110,,0,,Bucks Pennsylvania,42017,625249,1299
Chester,0,#N/A,Pennsylvania,84,30,0,,Chester Pennsylvania,42029,498886,1286
Monroe,0,#N/A,Pennsylvania,67,16,2,,Monroe Pennsylvania,42089,169842,235
Lehigh,0,#N/A,Pennsylvania,63,25,1,,Lehigh Pennsylvania,42077,349497,1912
Northampton,0,#N/A,Pennsylvania,56,12,3,,Northampton Pennsylvania,42095,297735,362
Luzerne,0,#N/A,Pennsylvania,36,9,1,,Luzerne Pennsylvania,42079,320918,1180
Berks,0,#N/A,Pennsylvania,36,16,0,,Berks Pennsylvania,42011,411442,1247
Lackawanna,0,#N/A,Pennsylvania,28,10,2,,Lackawanna Pennsylvania,42069,214437,1079
Westmoreland,0,#N/A,Pennsylvania,24,8,0,,Westmoreland Pennsylvania,42129,365169,654
Lancaster,0,#N/A,Pennsylvania,21,9,0,,Lancaster Pennsylvania,42071,519445,1191
York,0,#N/A,Pennsylvania,21,1,0,,York Pennsylvania,42133,434972,921
Butler,0,#N/A,Pennsylvania,19,7,1,1,Butler Pennsylvania,42019,183862,296
Cumberland,0,#N/A,Pennsylvania,15,2,0,,Cumberland Pennsylvania,42041,235406,590
Pike,0,#N/A,Pennsylvania,15,6,0,,Pike Pennsylvania,42103,57369,0
Beaver,0,#N/A,Pennsylvania,13,6,0,,Beaver Pennsylvania,42007,170539,396
Dauphin,0,#N/A,Pennsylvania,13,3,0,,Dauphin Pennsylvania,42043,268100,1189
Washington,0,#N/A,Pennsylvania,12,2,0,,Washington Pennsylvania,42125,207820,602
Schuylkill,0,#N/A,Pennsylvania,9,2,0,,Schuylkill Pennsylvania,42107,148289,361
Centre,0,#N/A,Pennsylvania,9,1,0,,Centre Pennsylvania,42027,153990,438
Fayette,0,#N/A,Pennsylvania,8,4,0,,Fayette Pennsylvania,42051,136606,283
Adams,0,#N/A,Pennsylvania,7,1,0,,Adams Pennsylvania,42001,101407,76
Wayne,0,#N/A,Pennsylvania,6,2,0,,Wayne Pennsylvania,42127,52822,112
Franklin,0,#N/A,Pennsylvania,5,,0,,Franklin Pennsylvania,42055,149618,416
Erie,0,#N/A,Pennsylvania,5,,0,,Erie Pennsylvania,42049,280566,1188
Lebanon,0,#N/A,Pennsylvania,4,1,0,,Lebanon Pennsylvania,42075,133568,484
Montour,0,#N/A,Pennsylvania,4,,0,,Montour Pennsylvania,42093,18267,656
Columbia,0,#N/A,Pennsylvania,3,2,0,,Columbia Pennsylvania,42037,67295,173
Mercer,0,#N/A,Pennsylvania,3,1,0,,Mercer Pennsylvania,42085,116638,521
Greene,0,#N/A,Pennsylvania,3,1,0,,Greene Pennsylvania,42059,38686,77
​Somerset,0,#N/A,Pennsylvania,2,,0,,​Somerset Pennsylvania,42111,77742,224
Bradford,0,#N/A,Pennsylvania,2,1,0,,Bradford Pennsylvania,42015,62622,340
​Carbon,0,#N/A,Pennsylvania,2,1,0,,​Carbon Pennsylvania,42025,65249,155
​Clearfield,0,#N/A,Pennsylvania,2,,0,,​Clearfield Pennsylvania,42033,81642,310
​Armstrong,0,#N/A,Pennsylvania,1,,0,,​Armstrong Pennsylvania,42005,68941,155
Potter,0,#N/A,Pennsylvania,1,,0,,Potter Pennsylvania,42105,17457,59
​Juniata,0,#N/A,Pennsylvania,1,,0,,​Juniata Pennsylvania,42067,24636,0
Cambria,0,#N/A,Pennsylvania,1,,0,,Cambria Pennsylvania,42021,143679,594
Lawrence,0,#N/A,Pennsylvania,1,,0,,Lawrence Pennsylvania,42073,91108,316
Lycoming,0,#N/A,Pennsylvania,1,,0,,Lycoming Pennsylvania,42081,116111,302
Warren,0,#N/A,Pennsylvania,1,,0,,Warren Pennsylvania,42123,41815,279
Blair,0,#N/A,Pennsylvania,1,1,0,,Blair Pennsylvania,42013,127089,598
Crawford,0,#N/A,Pennsylvania,1,1,0,,Crawford Pennsylvania,42039,88765,289
Susquehanna,0,#N/A,Pennsylvania,1,1,0,,Susquehanna Pennsylvania,42115,43356,83
Indiana,0,#N/A,Pennsylvania,1,1,0,,Indiana Pennsylvania,42063,88880,164
category Georgia,1,#N/A,Georgia,1643,272,56,9,category Georgia Georgia,#N/A,#N/A,#N/A
Fulton,0,#N/A,Georgia,231,27,2,,Fulton Georgia,13121,920581,4353
Unassigned,2,#N/A,Georgia,178,34,40,9,Unassigned Georgia,#N/A,#N/A,#N/A
Dougherty,0,#N/A,Georgia,164,41,6,,Dougherty Georgia,13095,94565,939
Dekalb,0,#N/A,Georgia,137,12,0,,Dekalb Georgia,13089,691893,2436
Cobb,0,#N/A,Georgia,119,10,2,,Cobb Georgia,13067,688078,1099
Bartow,0,#N/A,Georgia,93,11,1,,Bartow Georgia,13015,100157,80
Gwinnett,0,#N/A,Georgia,79,10,1,,Gwinnett Georgia,13135,805321,847
Carroll,0,#N/A,Georgia,52,2,0,,Carroll Georgia,13045,110527,303
Cherokee,0,#N/A,Georgia,44,8,0,,Cherokee Georgia,13057,214346,79
Clayton,0,#N/A,Georgia,37,8,0,,Clayton Georgia,13063,259424,558
Lee,0,#N/A,Georgia,29,4,0,,Lee Georgia,13177,28298,0
Henry,0,#N/A,Georgia,29,9,0,,Henry Georgia,13151,203922,265
Clarke,0,#N/A,Georgia,29,8,1,,Clarke Georgia,13059,116714,574
Hall,0,#N/A,Georgia,22,3,0,,Hall Georgia,13139,179684,557
Douglas,0,#N/A,Georgia,18,,0,,Douglas Georgia,13097,132403,192
Floyd,0,#N/A,Georgia,17,3,1,,Floyd Georgia,13115,96317,559
Forsyth,0,#N/A,Georgia,15,5,0,,Forsyth Georgia,13117,175511,187
Lowndes,0,#N/A,Georgia,14,2,0,,Lowndes Georgia,13185,109233,430
Coweta,0,#N/A,Georgia,14,4,0,,Coweta Georgia,13077,127317,211
Fayette,0,#N/A,Georgia,14,,1,,Fayette Georgia,13113,106567,157
Rockdale,0,#N/A,Georgia,13,3,0,,Rockdale Georgia,13247,85215,146
Newton,0,#N/A,Georgia,12,4,0,,Newton Georgia,13217,99958,97
Richmond,0,#N/A,Georgia,11,1,0,,Richmond Georgia,13245,200549,2470
Spalding,0,#N/A,Georgia,11,2,0,,Spalding Georgia,13255,64073,160
Columbia,0,#N/A,Georgia,10,,0,,Columbia Georgia,13073,124053,0
Troup,0,#N/A,Georgia,10,3,0,,Troup Georgia,13285,67044,276
Mitchell,0,#N/A,Georgia,10,6,0,,Mitchell Georgia,13205,23498,23
Polk,0,#N/A,Georgia,10,1,0,,Polk Georgia,13233,41475,53
Gordon,0,#N/A,Georgia,9,,0,,Gordon Georgia,13129,55186,80
Houston,0,#N/A,Georgia,9,3,0,,Houston Georgia,13153,139900,276
Chatham,0,#N/A,Georgia,9,2,0,,Chatham Georgia,13051,265128,1717
Bibb,0,#N/A,Georgia,8,2,0,,Bibb Georgia,13021,155547,1182
Laurens,0,#N/A,Georgia,8,1,0,,Laurens Georgia,13175,48434,368
Paulding,0,#N/A,Georgia,7,1,0,,Paulding Georgia,13223,142324,83
Early,0,#N/A,Georgia,7,1,1,,Early Georgia,13099,11008,25
Oconee,0,#N/A,Georgia,7,1,0,,Oconee Georgia,13219,32808,0
Tift,0,#N/A,Georgia,7,2,0,,Tift Georgia,13277,40118,191
Sumter,0,#N/A,Georgia,7,2,0,,Sumter Georgia,13261,32819,76
Glynn,0,#N/A,Georgia,6,1,0,,Glynn Georgia,13127,79626,401
Whitfield,0,#N/A,Georgia,6,2,0,,Whitfield Georgia,13313,102599,282
Worth,0,#N/A,Georgia,6,2,0,,Worth Georgia,13321,21679,25
Muscogee,0,#N/A,Georgia,6,2,0,,Muscogee Georgia,13215,189885,1374
Terrell,0,#N/A,Georgia,5,1,0,,Terrell Georgia,13273,9315,0
Peach,0,#N/A,Georgia,5,,0,,Peach Georgia,13225,27695,25
Barrow,0,#N/A,Georgia,5,3,0,,Barrow Georgia,13013,69367,56
Lumpkin,0,#N/A,Georgia,4,1,0,,Lumpkin Georgia,13187,29966,49
Pickens,0,#N/A,Georgia,4,,0,,Pickens Georgia,13227,29431,48
Colquitt,0,#N/A,Georgia,4,2,0,,Colquitt Georgia,13071,45498,158
Crisp,0,#N/A,Georgia,4,1,0,,Crisp Georgia,13081,23439,73
Lamar,0,#N/A,Georgia,3,,0,,Lamar Georgia,13171,18317,0
Bryan,0,#N/A,Georgia,3,,0,,Bryan Georgia,13029,30233,0
Meriwether,0,#N/A,Georgia,3,2,0,,Meriwether Georgia,13199,21992,188
Monroe,0,#N/A,Georgia,3,,0,,Monroe Georgia,13207,26424,25
Burke,0,#N/A,Georgia,3,2,0,,Burke Georgia,13033,23316,40
Irwin,0,#N/A,Georgia,3,1,0,,Irwin Georgia,13155,9538,34
Madison,0,#N/A,Georgia,3,1,0,,Madison Georgia,13195,28120,0
Lincoln,0,#N/A,Georgia,3,2,0,,Lincoln Georgia,13181,7996,0
Effingham,0,#N/A,Georgia,3,,0,,Effingham Georgia,13103,52250,25
Butts,0,#N/A,Georgia,3,,0,,Butts Georgia,13035,23655,25
Miller,0,#N/A,Georgia,2,,0,,Miller Georgia,13201,6125,25
Ware,0,#N/A,Georgia,2,1,0,,Ware Georgia,13299,36312,231
Tattnall,0,#N/A,Georgia,2,1,0,,Tattnall Georgia,13267,25520,25
Baldwin,0,#N/A,Georgia,2,,0,,Baldwin Georgia,13009,45720,340
Washington,0,#N/A,Georgia,2,,0,,Washington Georgia,13303,21187,116
Randolph,0,#N/A,Georgia,2,1,0,,Randolph Georgia,13243,7719,25
Camden,0,#N/A,Georgia,2,1,0,,Camden Georgia,13039,50513,40
Dawson,0,#N/A,Georgia,2,1,0,,Dawson Georgia,13085,22330,0
Coffee,0,#N/A,Georgia,2,,0,,Coffee Georgia,13069,42356,88
Jasper,0,#N/A,Georgia,2,,0,,Jasper Georgia,13159,13900,17
Twiggs,0,#N/A,Georgia,2,,0,,Twiggs Georgia,13289,9023,0
Turner,0,#N/A,Georgia,2,1,0,,Turner Georgia,13287,8930,0
Seminole,0,#N/A,Georgia,2,,0,,Seminole Georgia,13253,8729,65
Decatur,0,#N/A,Georgia,2,1,0,,Decatur Georgia,13087,27842,80
Jackson,0,#N/A,Georgia,2,1,0,,Jackson Georgia,13157,60485,257
Macon,0,#N/A,Georgia,1,,0,,Macon Georgia,13193,14740,49
Pierce,0,#N/A,Georgia,1,,0,,Pierce Georgia,13229,18758,0
Heard,0,#N/A,Georgia,1,,0,,Heard Georgia,13149,11834,0
Greene,0,#N/A,Georgia,1,,0,,Greene Georgia,13133,15994,49
Catoosa,0,#N/A,Georgia,1,,0,,Catoosa Georgia,13047,63942,185
Clinch,0,#N/A,Georgia,1,,0,,Clinch Georgia,13065,6798,25
Liberty,0,#N/A,Georgia,1,,0,,Liberty Georgia,13179,63453,25
Harris,0,#N/A,Georgia,1,,0,,Harris Georgia,13145,32024,0
Charlton,0,#N/A,Georgia,1,,0,,Charlton Georgia,13049,12171,0
Pulaski,0,#N/A,Georgia,1,,0,,Pulaski Georgia,13235,12010,49
Stephens,0,#N/A,Georgia,1,,0,,Stephens Georgia,13257,26175,96
Chattooga,0,#N/A,Georgia,1,,0,,Chattooga Georgia,13055,26015,0
Fannin,0,#N/A,Georgia,1,,0,,Fannin Georgia,13111,23682,50
Morgan,0,#N/A,Georgia,1,,0,,Morgan Georgia,13211,17868,41
Dodge,0,#N/A,Georgia,1,,0,,Dodge Georgia,13091,21796,94
Baker,0,#N/A,Georgia,1,,0,,Baker Georgia,13007,3451,0
Jones,0,#N/A,Georgia,1,,0,,Jones Georgia,13169,28669,0
Taylor,0,#N/A,Georgia,1,,0,,Taylor Georgia,13269,8906,0
Thomas,0,#N/A,Georgia,1,,0,,Thomas Georgia,13275,44720,264
White,0,#N/A,Georgia,1,,0,,White Georgia,13311,27144,0
Wilkes,0,#N/A,Georgia,1,,0,,Wilkes Georgia,13317,10593,25
Ben Hill,0,#N/A,Georgia,1,,0,,Ben Hill Georgia,13017,17634,75
Long,0,#N/A,Georgia,1,,0,,Long Georgia,13183,14464,0
Toombs,0,#N/A,Georgia,1,1,0,,Toombs Georgia,13279,27223,57
Calhoun,0,#N/A,Georgia,1,1,0,,Calhoun Georgia,13037,6694,0
Franklin,0,#N/A,Georgia,1,1,0,,Franklin Georgia,13119,22084,56
Haralson,0,#N/A,Georgia,1,1,0,,Haralson Georgia,13143,28780,25
Mcduffie,0,#N/A,Georgia,1,1,0,,Mcduffie Georgia,13189,21875,47
category Texas,1,#N/A,Texas,1639,257,22,4,category Texas Texas,#N/A,#N/A,#N/A
Dallas,0,#N/A,Texas,303,56,7,,Dallas Texas,48113,2368139,8721
Harris,0,#N/A,Texas,203,18,2,1,Harris Texas,48201,4092459,15865
Travis,0,#N/A,Texas,137,18,0,,Travis Texas,48453,1024266,3821
Bexar,0,#N/A,Texas,113,29,3,,Bexar Texas,48029,1714773,8084
Tarrant,0,#N/A,Texas,100,10,1,,Tarrant Texas,48439,1809034,6810
Collin,0,#N/A,Texas,88,,1,,Collin Texas,48085,782341,2649
Fort Bend,0,#N/A,Texas,86,32,0,,Fort Bend Texas,48157,585375,1105
Denton,0,#N/A,Texas,83,13,1,,Denton Texas,48121,662614,1516
Montgomery,0,#N/A,Texas,41,10,0,,Montgomery Texas,48339,455746,1908
Galveston,0,#N/A,Texas,40,13,0,,Galveston Texas,48167,291309,711
Brazoria,0,#N/A,Texas,39,6,0,,Brazoria Texas,48039,313166,357
McLennan,0,#N/A,Texas,33,3,0,,McLennan Texas,48309,234906,285
El Paso,0,#N/A,Texas,28,3,0,,El Paso Texas,48141,800647,2813
Brazos,0,#N/A,Texas,28,7,0,,Brazos Texas,48041,194851,658
Williamson,0,#N/A,Texas,27,,0,,Williamson Texas,48491,422679,1009
Smith,0,#N/A,Texas,21,5,1,,Smith Texas,48423,209714,1337
Bell,0,#N/A,Texas,20,1,1,1,Bell Texas,48027,310235,1091
Lubbock,0,#N/A,Texas,19,,0,,Lubbock Texas,48303,278831,1563
Nueces,0,#N/A,Texas,14,,0,,Nueces Texas,48355,340223,2035
Webb,0,#N/A,Texas,11,,0,,Webb Texas,48479,250304,578
Hays,0,#N/A,Texas,11,1,0,,Hays Texas,48209,157107,354
Hidalgo,0,#N/A,Texas,11,3,0,,Hidalgo Texas,48215,774769,2292
Wichita,0,#N/A,Texas,10,,0,,Wichita Texas,48485,131500,559
Cameron,0,#N/A,Texas,10,3,0,,Cameron Texas,48061,406220,1463
Matagorda,0,#N/A,Texas,9,3,1,,Matagorda Texas,48321,36702,75
Guadalupe,0,#N/A,Texas,9,1,0,,Guadalupe Texas,48187,131533,133
Comal,0,#N/A,Texas,8,1,1,1,Comal Texas,48091,108472,340
Jefferson,0,#N/A,Texas,7,1,1,1,Jefferson Texas,48245,252273,1593
Ellis,0,#N/A,Texas,7,,0,,Ellis Texas,48139,149610,164
Midland,0,#N/A,Texas,6,2,1,,Midland Texas,48329,136872,621
Castro,0,#N/A,Texas,6,1,0,,Castro Texas,48069,8062,17
Hockley,0,#N/A,Texas,5,,0,,Hockley Texas,48219,22935,48
Gregg,0,#N/A,Texas,4,1,0,,Gregg Texas,48183,121730,846
Victoria,0,#N/A,Texas,3,,0,,Victoria Texas,48469,86793,723
Kendall,0,#N/A,Texas,3,2,0,,Kendall Texas,48259,33410,0
Brown,0,#N/A,Texas,3,,0,,Brown Texas,48049,38106,194
Terry,0,#N/A,Texas,3,,0,,Terry Texas,48445,12651,45
Potter,0,#N/A,Texas,3,,0,,Potter Texas,48375,121073,1146
Wharton,0,#N/A,Texas,3,,0,,Wharton Texas,48481,41280,49
Johnson,0,#N/A,Texas,3,,0,,Johnson Texas,48251,150934,137
Walker,0,#N/A,Texas,3,2,0,,Walker Texas,48471,67861,123
DeWitt,0,#N/A,Texas,2,,0,,DeWitt Texas,48123,20097,49
Llano,0,#N/A,Texas,2,,0,,Llano Texas,48299,19301,30
Hardin,0,#N/A,Texas,2,,0,,Hardin Texas,48199,54635,0
Milam,0,#N/A,Texas,2,,0,,Milam Texas,48331,24757,35
Rockwall,0,#N/A,Texas,2,,0,,Rockwall Texas,48397,78337,170
Randall,0,#N/A,Texas,2,,0,,Randall Texas,48381,120725,4
Kaufman,0,#N/A,Texas,2,,0,,Kaufman Texas,48257,103350,407
Grimes,0,#N/A,Texas,2,,0,,Grimes Texas,48185,26604,25
Tom Green,0,#N/A,Texas,2,,0,,Tom Green Texas,48451,110224,614
Calhoun,0,#N/A,Texas,2,,0,,Calhoun Texas,48057,21381,25
Deaf Smith,0,#N/A,Texas,2,1,0,,Deaf Smith Texas,48117,19372,42
San Patricio,0,#N/A,Texas,2,,0,,San Patricio Texas,48409,64804,75
Chambers,0,#N/A,Texas,2,1,0,,Chambers Texas,48071,35096,39
Eastland,0,#N/A,Texas,2,1,0,,Eastland Texas,48133,18583,52
Grayson,0,#N/A,Texas,2,,0,,Grayson Texas,48181,120877,602
Bastrop,0,#N/A,Texas,2,1,0,,Bastrop Texas,48021,74171,8
Parker,0,#N/A,Texas,2,1,0,,Parker Texas,48367,116927,125
Atascosa,0,#N/A,Texas,2,,0,,Atascosa Texas,48013,44911,67
Rusk,0,#N/A,Texas,2,,0,,Rusk Texas,48401,53330,96
Coryell,0,#N/A,Texas,1,,0,,Coryell Texas,48099,75388,25
Burnet,0,#N/A,Texas,1,,0,,Burnet Texas,48053,42750,71
Orange,0,#N/A,Texas,1,,0,,Orange Texas,48361,81837,0
Gaines,0,#N/A,Texas,1,,0,,Gaines Texas,48165,17526,25
Erath,0,#N/A,Texas,1,,0,,Erath Texas,48143,37890,98
Liberty,0,#N/A,Texas,1,,0,,Liberty Texas,48291,75643,29
Blanco,0,#N/A,Texas,1,,0,,Blanco Texas,48031,10497,0
Falls,0,#N/A,Texas,1,,0,,Falls Texas,48145,17866,36
Medina,0,#N/A,Texas,1,,0,,Medina Texas,48325,46006,25
Robertson,0,#N/A,Texas,1,,0,,Robertson Texas,48395,16622,0
Fayette,0,#N/A,Texas,1,,0,,Fayette Texas,48149,24554,65
Oldham,0,#N/A,Texas,1,,1,,Oldham Texas,48359,2052,0
Wilson,0,#N/A,Texas,1,,0,,Wilson Texas,48493,42918,44
Lamar,0,#N/A,Texas,1,,0,,Lamar Texas,48277,49793,393
Hunt,0,#N/A,Texas,1,,0,,Hunt Texas,48231,86129,246
Hopkins,0,#N/A,Texas,1,,0,,Hopkins Texas,48223,35161,96
Crane,0,#N/A,Texas,1,,0,,Crane Texas,48103,4375,25
Van Zandt,0,#N/A,Texas,1,,0,,Van Zandt Texas,48467,52579,52
Hale,0,#N/A,Texas,1,,0,,Hale Texas,48189,36273,88
Cass,0,#N/A,Texas,1,,0,,Cass Texas,48067,30464,43
Maverick,0,#N/A,Texas,1,,0,,Maverick Texas,48323,54258,101
Limestone,0,#N/A,Texas,1,,0,,Limestone Texas,48293,23384,79
Morris,0,#N/A,Texas,1,,0,,Morris Texas,48343,12934,0
Young,0,#N/A,Texas,1,,0,,Young Texas,48503,18550,67
Fannin,0,#N/A,Texas,1,,0,,Fannin Texas,48147,33915,25
Reeves,0,#N/A,Texas,1,,0,,Reeves Texas,48389,13783,25
Val Verde,0,#N/A,Texas,1,,0,,Val Verde Texas,48465,48879,93
Nacogdoches,0,#N/A,Texas,1,,0,,Nacogdoches Texas,48347,64524,390
Lavaca,0,#N/A,Texas,1,,0,,Lavaca Texas,48285,19263,50
Angelina,0,#N/A,Texas,1,,0,,Angelina Texas,48005,86771,470
Bowie,0,#N/A,Texas,1,,0,,Bowie Texas,48037,92565,841
Hood,0,#N/A,Texas,1,,0,,Hood Texas,48221,51182,83
Austin,0,#N/A,Texas,1,,0,,Austin Texas,48015,28417,32
Taylor,0,#N/A,Texas,1,1,0,,Taylor Texas,48441,131506,921
Swisher,0,#N/A,Texas,1,1,0,,Swisher Texas,48437,7854,20
Starr,0,#N/A,Texas,1,1,0,,Starr Texas,48427,60968,48
Shelby,0,#N/A,Texas,1,1,0,,Shelby Texas,48419,25448,0
Karnes,0,#N/A,Texas,1,1,0,,Karnes Texas,48255,14824,25
Martin,0,#N/A,Texas,1,1,0,,Martin Texas,48317,4799,18
Harrison,0,#N/A,Texas,1,1,0,,Harrison Texas,48203,65631,149
category Colorado,1,#N/A,Colorado,1430,343,19,,category Colorado Colorado,#N/A,#N/A,#N/A
Denver,0,#N/A,Colorado,262,48,3,,Denver Colorado,08031,600158,2361
Eagle,0,#N/A,Colorado,147,27,1,,Eagle Colorado,08037,52197,58
El Paso,0,#N/A,Colorado,137,15,5,,El Paso Colorado,08041,622263,836
Jefferson,0,#N/A,Colorado,131,38,2,,Jefferson Colorado,08059,534543,780
Arapahoe,0,#N/A,Colorado,119,31,0,,Arapahoe Colorado,08005,572003,1010
Weld,0,#N/A,Colorado,107,20,4,,Weld Colorado,08123,252825,300
Unassigned,2,#N/A,Colorado,102,84,0,,Unassigned Colorado,#N/A,#N/A,#N/A
Douglas,0,#N/A,Colorado,67,9,0,,Douglas Colorado,08035,285465,286
Boulder,0,#N/A,Colorado,66,15,0,,Boulder Colorado,08013,294567,522
Larimer,0,#N/A,Colorado,61,16,1,,Larimer Colorado,08069,299630,725
Gunnison,0,#N/A,Colorado,57,5,1,,Gunnison Colorado,08051,15324,24
Adams,0,#N/A,Colorado,50,12,0,,Adams Colorado,08001,441603,800
Pitkin,0,#N/A,Colorado,23,2,0,,Pitkin Colorado,08097,17148,25
Garfield,0,#N/A,Colorado,16,3,0,,Garfield Colorado,08045,56389,119
Broomfield,0,#N/A,Colorado,10,2,0,,Broomfield Colorado,08014,55889,0
Routt,0,#N/A,Colorado,9,3,0,,Routt Colorado,08107,23509,98
Summit,0,#N/A,Colorado,9,,0,,Summit Colorado,08117,27994,34
Teller,0,#N/A,Colorado,7,2,1,,Teller Colorado,08119,23350,15
Mesa,0,#N/A,Colorado,6,,0,,Mesa Colorado,08077,146723,460
La Plata,0,#N/A,Colorado,5,4,0,,La Plata Colorado,08067,51334,94
Chaffee,0,#N/A,Colorado,5,2,0,,Chaffee Colorado,08015,17809,25
Montrose,0,#N/A,Colorado,4,,0,,Montrose Colorado,08085,41276,69
Clear Creek,0,#N/A,Colorado,3,,0,,Clear Creek Colorado,08019,9088,0
Elbert,0,#N/A,Colorado,3,,0,,Elbert Colorado,08039,23086,0
Pueblo,0,#N/A,Colorado,3,,0,,Pueblo Colorado,08101,159063,1292
Morgan,0,#N/A,Colorado,3,,0,,Morgan Colorado,08087,28159,69
Yuma,0,#N/A,Colorado,2,1,0,,Yuma Colorado,08125,10043,28
Grand,0,#N/A,Colorado,2,,0,,Grand Colorado,08049,14843,44
Logan,0,#N/A,Colorado,2,,0,,Logan Colorado,08075,22709,25
Rio Grande,0,#N/A,Colorado,2,2,0,,Rio Grande Colorado,08105,11982,17
Washington,0,#N/A,Colorado,1,1,0,,Washington Colorado,08121,4814,0
Park,0,#N/A,Colorado,1,,0,,Park Colorado,08093,16206,0
Delta,0,#N/A,Colorado,1,,0,,Delta Colorado,08029,30952,49
Hinsdale,0,#N/A,Colorado,1,,0,,Hinsdale Colorado,08053,843,0
Huerfano,0,#N/A,Colorado,1,,0,,Huerfano Colorado,08055,6711,20
Crowley,0,#N/A,Colorado,1,,1,,Crowley Colorado,08025,5823,0
Otero,0,#N/A,Colorado,1,,0,,Otero Colorado,08089,18831,78
Kit Carson,0,#N/A,Colorado,1,1,0,,Kit Carson Colorado,08063,8270,19
San Miguel,0,#N/A,Colorado,1,,0,,San Miguel Colorado,08113,7359,0
Fremont,0,#N/A,Colorado,1,,0,,Fremont Colorado,08043,46824,25
category Tennessee,1,#N/A,Tennessee,1099,182,3,,category Tennessee Tennessee,#N/A,#N/A,#N/A
Davidson,0,#N/A,Tennessee,293,36,2,,Davidson Tennessee,47037,626681,4489
Shelby,0,#N/A,Tennessee,198,28,0,,Shelby Tennessee,47157,927644,4876
Out-of-state,2,#N/A,Tennessee,117,17,0,,Out-of-state Tennessee,#N/A,#N/A,#N/A
Unassigned,2,#N/A,Tennessee,112,31,0,,Unassigned Tennessee,#N/A,#N/A,#N/A
Williamson,0,#N/A,Tennessee,70,4,0,,Williamson Tennessee,47187,183182,225
Sumner,0,#N/A,Tennessee,43,7,0,,Sumner Tennessee,47165,160645,441
Hamilton,0,#N/A,Tennessee,30,4,1,,Hamilton Tennessee,47065,336463,1825
