LOCATION,IF_INCLUDE,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
San Bernardino,0,California,5,,0,,San Bernardino California,06071,2035210,5906
Yolo,0,California,5,,0,,Yolo California,06113,200849,156
Monterey,0,California,4,2,0,,Monterey California,06053,415057,793
Fresno,0,California,3,,0,,Fresno California,06019,930450,3551
San Benito,0,California,3,,0,,San Benito California,06069,55269,181
Kern,0,California,3,2,0,,Kern California,06029,839631,1833
Calaveras,0,California,2,,0,,Calaveras California,06009,45578,48
Imperial,0,California,2,,0,,Imperial California,06025,174528,268
Mendocino,0,California,1,1,0,,Mendocino California,06045,87841,141
Nevada,0,California,1,,0,,Nevada California,06057,98764,176
Humboldt,0,California,1,,0,,Humboldt California,06023,134623,299
Madera,0,California,1,,0,,Madera California,06039,150865,462
Shasta,0,California,1,,0,,Shasta California,06089,177223,748
New Jersey state,1,New Jersey,742,316,9,4,New Jersey state New Jersey,#N/A,#N/A,#N/A
Bergen,0,New Jersey,195,81,2,,Bergen New Jersey,34003,905116,3019
Unassigned,2,New Jersey,108,80,4,4,Unassigned New Jersey,#N/A,#N/A,#N/A
Middlesex,0,New Jersey,64,24,0,,Middlesex New Jersey,34023,809858,2657
Essex,0,New Jersey,63,18,1,,Essex New Jersey,34013,783969,4007
Hudson,0,New Jersey,55,21,1,,Hudson New Jersey,34017,634266,1878
Monmouth,0,New Jersey,43,11,1,,Monmouth New Jersey,34025,630380,2176
Passaic,0,New Jersey,38,20,0,,Passaic New Jersey,34031,501226,1187
Ocean,0,New Jersey,33,25,0,,Ocean New Jersey,34029,576567,1522
Union,0,New Jersey,29,3,0,,Union New Jersey,34039,536499,1521
Morris,0,New Jersey,26,7,0,,Morris New Jersey,34027,492276,2005
Somerset,0,New Jersey,21,5,0,,Somerset New Jersey,34035,323444,759
Mercer,0,New Jersey,20,5,0,,Mercer New Jersey,34021,366513,1690
Burlington,0,New Jersey,14,4,0,,Burlington New Jersey,34005,448734,1112
Camden,0,New Jersey,13,5,0,,Camden New Jersey,34007,513657,2518
Hunterdon,0,New Jersey,8,2,0,,Hunterdon New Jersey,34019,128349,184
Warren,0,New Jersey,3,2,0,,Warren New Jersey,34041,108692,309
Atlantic,0,New Jersey,3,,0,,Atlantic New Jersey,34001,274549,1414
Gloucester,0,New Jersey,2,,0,,Gloucester New Jersey,34015,288288,609
Sussex,0,New Jersey,2,2,0,,Sussex New Jersey,34037,149265,146
Gloucester,0,New Jersey,1,,0,,Gloucester New Jersey,34015,288288,609
Cape May,0,New Jersey,1,1,0,,Cape May New Jersey,34009,97265,242
Florida state,1,Florida,432,104,9,1,Florida state Florida,#N/A,#N/A,#N/A
Broward,0,Florida,96,16,1,,Broward Florida,12011,1748066,6715
Palm Beach,0,Florida,29,8,0,,Palm Beach Florida,12099,1320134,4993
Hillsborough,0,Florida,20,6,0,,Hillsborough Florida,12057,1229226,4857
Orange,0,Florida,19,8,2,,Orange Florida,12095,1145956,4751
Collier,0,Florida,18,5,0,,Collier Florida,12021,321520,1051
Pinellas,0,Florida,16,4,0,,Pinellas Florida,12103,916542,4119
Duval,0,Florida,15,1,0,,Duval Florida,12031,864263,4071
Osceola,0,Florida,13,5,0,,Osceola Florida,12097,268685,997
Lee,0,Florida,11,,1,,Lee Florida,12071,618754,2240
Alachua,0,Florida,11,4,0,,Alachua Florida,12001,247336,1765
Volusia,0,Florida,9,,0,,Volusia Florida,12127,494593,2042
Manatee,0,Florida,9,1,1,,Manatee Florida,12081,322833,806
Seminole,0,Florida,8,1,0,,Seminole Florida,12117,422718,965
Sarasota,0,Florida,6,2,0,,Sarasota Florida,12115,379448,1618
Okaloosa,0,Florida,5,1,0,,Okaloosa Florida,12091,180822,673
Pasco,0,Florida,106,26,0,,Pasco Florida,12101,464697,1440
St. Johns,0,Florida,4,,0,,St. Johns Florida,12109,190039,335
Clay,0,Florida,4,,2,,Clay Florida,12019,190865,416
Polk,0,Florida,4,2,0,,Polk Florida,12105,602095,1793
Hernando,0,Florida,4,4,0,,Hernando Florida,12053,172778,620
Leon,0,Florida,4,3,1,1,Leon Florida,12073,275487,1208
Lake,0,Florida,3,1,0,,Lake Florida,12069,297052,897
Brevard,0,Florida,3,1,0,,Brevard Florida,12009,543376,1768
Citrus,0,Florida,3,,0,,Citrus Florida,12017,141236,332
Santa Rosa,0,Florida,2,1,1,,Santa Rosa Florida,12113,151372,385
Sumter,0,Florida,2,1,0,,Sumter Florida,12119,93420,339
Gadsden,0,Florida,1,,0,,Gadsden Florida,12039,46389,1253
Charlotte,0,Florida,1,,0,,Charlotte Florida,12015,159978,823
Walton,0,Florida,1,,0,,Walton Florida,12131,55043,108
Escambia,0,Florida,1,,0,,Escambia Florida,12033,297619,1276
Nassau,0,Florida,1,,0,,Nassau Florida,12089,73314,54
Indian River,0,Florida,1,1,0,,Indian River Florida,12061,138028,612
Jackson,0,Florida,1,1,0,,Jackson Florida,12063,49746,87
Martin,0,Florida,1,1,0,,Martin Florida,12085,146318,558
Illinois state,1,Illinois,422,149,4,3,Illinois state Illinois,#N/A,#N/A,#N/A
Cook,0,Illinois,278,100,2,1,Cook Illinois,17031,5194675,17992
DuPage,0,Illinois,54,9,0,,DuPage Illinois,17043,916924,1880
Lake,0,Illinois,37,19,0,,Lake Illinois,17097,703462,968
Will,0,Illinois,9,6,1,1,Will Illinois,17197,677560,917
Unassigned,2,Illinois,6,6,0,,Unassigned Illinois,#N/A,#N/A,#N/A
Kane,0,Illinois,6,2,0,,Kane Illinois,17089,515269,1101
McHenry,0,Illinois,6,2,0,,McHenry Illinois,17111,308760,343
Sangamon,0,Illinois,4,1,1,1,Sangamon Illinois,17167,197465,1045
St. Clair,0,Illinois,3,,0,,St. Clair Illinois,17163,270056,818
Clinton,0,Illinois,3,,0,,Clinton Illinois,17027,37762,0
Peoria,0,Illinois,3,,0,,Peoria Illinois,17143,186494,1122
Woodford,0,Illinois,2,1,0,,Woodford Illinois,17203,38664,18
Cumberland,0,Illinois,1,,0,,Cumberland Illinois,17035,11048,0
Champaign,0,Illinois,1,,0,,Champaign Illinois,17019,201081,549
Winnebago,0,Illinois,1,,0,,Winnebago Illinois,17201,295266,907
Madison,0,Illinois,1,,0,,Madison Illinois,17119,269282,943
Kendall,0,Illinois,1,,0,,Kendall Illinois,17093,114736,0
Jackson,0,Illinois,1,,0,,Jackson Illinois,17077,60218,184
Williamson,0,Illinois,1,,0,,Williamson Illinois,17199,66357,431
Washington,0,Illinois,1,1,0,,Washington Illinois,17189,14716,0
Kankakee,0,Illinois,1,1,0,,Kankakee Illinois,17091,113449,468
LaSalle,0,Illinois,1,1,0,,LaSalle Illinois,17099,113924,244
Whiteside,0,Illinois,1,,0,,Whiteside Illinois,17195,58498,135
Louisiana state,1,Louisiana,392,115,10,2,Louisiana state Louisiana,#N/A,#N/A,#N/A
Orleans,0,Louisiana,231,35,8,2,Orleans Louisiana,22071,343829,1647
Jefferson,0,Louisiana,62,17,1,,Jefferson Louisiana,22051,432552,1628
Unassigned,2,Louisiana,48,48,0,,Unassigned Louisiana,#N/A,#N/A,#N/A
St. Tammany,0,Louisiana,10,,0,,St. Tammany Louisiana,22103,233740,946
Caddo,0,Louisiana,7,1,0,,Caddo Louisiana,22017,254969,2026
East Baton Rouge,0,Louisiana,5,2,0,,East Baton Rouge Louisiana,22033,440171,2055
Terrebonne,0,Louisiana,4,1,0,,Terrebonne Louisiana,22109,111860,367
Lafourche,0,Louisiana,4,1,0,,Lafourche Louisiana,22057,96318,203
St. Bernard,0,Louisiana,4,1,0,,St. Bernard Louisiana,22087,35897,0
St. Charles,0,Louisiana,4,1,0,,St. Charles Louisiana,22089,52780,59
Ascension,0,Louisiana,2,1,0,,Ascension Louisiana,22005,107215,83
Washington,0,Louisiana,2,1,0,,Washington Louisiana,22117,47168,25
St. John the Baptist,0,Louisiana,2,1,0,,St. John the Baptist Louisiana,22095,45924,0
Bossier,0,Louisiana,2,1,0,,Bossier Louisiana,22015,116979,404
Lafayette,0,Louisiana,2,2,0,,Lafayette Louisiana,22055,221578,1110
St. James,0,Louisiana,1,,1,,St. James Louisiana,22093,22102,20
Plaquemines,0,Louisiana,1,1,0,,Plaquemines Louisiana,22075,23042,0
West Baton Rouge,0,Louisiana,1,1,0,,West Baton Rouge Louisiana,22121,23788,0
Michigan state,1,Michigan,334,215,3,2,Michigan state Michigan,#N/A,#N/A,#N/A
Oakland,0,Michigan,105,46,0,,Oakland Michigan,26125,1202362,4435
Macomb,0,Michigan,55,45,0,,Macomb Michigan,26099,840978,1119
Wayne,0,Michigan,119,96,3,2,Wayne Michigan,26163,1820584,6009
Washtenaw,0,Michigan,14,7,0,,Washtenaw Michigan,26161,344791,1719
Unassigned,2,Michigan,10,10,0,,Unassigned Michigan,#N/A,#N/A,#N/A
Kent,0,Michigan,7,2,0,,Kent Michigan,26081,602622,1840
Ingham,0,Michigan,6,1,0,,Ingham Michigan,26065,280895,1093
St. Clair,0,Michigan,4,2,0,,St. Clair Michigan,26147,163040,398
Monroe,0,Michigan,2,1,0,,Monroe Michigan,26115,152021,217
Eaton,0,Michigan,2,2,0,,Eaton Michigan,26045,107759,45
Montcalm,0,Michigan,1,,0,,Montcalm Michigan,26117,63342,148
Bay,0,Michigan,1,,0,,Bay Michigan,26017,107771,389
Leelanau,0,Michigan,1,,0,,Leelanau Michigan,26089,21708,0
Otsego,0,Michigan,1,,0,,Otsego Michigan,26137,24164,46
Jackson,0,Michigan,1,,0,,Jackson Michigan,26075,160248,389
Charlevoix,0,Michigan,1,,0,,Charlevoix Michigan,26029,25949,25
Clinton,0,Michigan,1,1,0,,Clinton Michigan,26037,75382,25
Midland,0,Michigan,1,1,0,,Midland Michigan,26111,83629,308
Livingston,0,Michigan,1,1,0,,Livingston Michigan,26093,180967,177
Ottawa,0,Michigan,1,,0,,Ottawa Michigan,26139,263801,311
Massachusetts state,1,Massachusetts,328,72,0,,Massachusetts state Massachusetts,#N/A,#N/A,#N/A
Middlesex,0,Massachusetts,119,19,0,,Middlesex Massachusetts,25017,1503085,4150
Suffolk,0,Massachusetts,72,21,0,,Suffolk Massachusetts,25025,722023,6162
Norfolk,0,Massachusetts,52,7,0,,Norfolk Massachusetts,25021,670850,1670
Essex,0,Massachusetts,19,5,0,,Essex Massachusetts,25009,743159,1443
Berkshire,0,Massachusetts,18,1,0,,Berkshire Massachusetts,25003,131219,323
Worcester,0,Massachusetts,14,4,0,,Worcester Massachusetts,25027,798552,2233
Unassigned,2,Massachusetts,13,9,0,,Unassigned Massachusetts,#N/A,#N/A,#N/A
Bristol,0,Massachusetts,6,1,0,,Bristol Massachusetts,25005,548285,1399
Plymouth,0,Massachusetts,5,,0,,Plymouth Massachusetts,25023,494919,872
Barnstable,0,Massachusetts,5,3,0,,Barnstable Massachusetts,25001,215888,407
Hampden,0,Massachusetts,3,1,0,,Hampden Massachusetts,25013,463490,1773
Franklin,0,Massachusetts,1,,0,,Franklin Massachusetts,25011,71372,89
Hampshire,0,Massachusetts,1,1,0,,Hampshire Massachusetts,25015,158080,165
Texas state,1,Texas,306,80,5,2,Texas state Texas,#N/A,#N/A,#N/A
Dallas,0,Texas,59,20,1,1,Dallas Texas,48113,2368139,8721
Travis,0,Texas,41,18,0,,Travis Texas,48453,1024266,3821
Harris,0,Texas,30,2,1,1,Harris Texas,48201,4092459,15865
Bexar,0,Texas,29,,0,,Bexar Texas,48029,1714773,8084
Fort Bend,0,Texas,19,7,0,,Fort Bend Texas,48157,585375,1105
Tarrant,0,Texas,19,11,1,,Tarrant Texas,48439,1809034,6810
Collin,0,Texas,18,5,1,,Collin Texas,48085,782341,2649
Denton,0,Texas,9,4,0,,Denton Texas,48121,662614,1516
Williamson,0,Texas,8,4,0,,Williamson Texas,48491,422679,1009
Montgomery,0,Texas,7,,0,,Montgomery Texas,48339,455746,1908
El Paso,0,Texas,6,3,0,,El Paso Texas,48141,800647,2813
Bell,0,Texas,6,1,0,,Bell Texas,48027,310235,1091
McLennan,0,Texas,6,,0,,McLennan Texas,48309,234906,285
Hays,0,Texas,5,,0,,Hays Texas,48209,157107,354
Smith,0,Texas,5,,0,,Smith Texas,48423,209714,1337
Brazoria,0,Texas,4,,0,,Brazoria Texas,48039,313166,357
Galveston,0,Texas,4,,0,,Galveston Texas,48167,291309,711
Brazos,0,Texas,4,1,0,,Brazos Texas,48041,194851,658
Lubbock,0,Texas,3,,0,,Lubbock Texas,48303,278831,1563
Matagorda,0,Texas,3,,1,,Matagorda Texas,48321,36702,75
Unassigned,2,Texas,3,3,0,,Unassigned Texas,#N/A,#N/A,#N/A
Potter,0,Texas,2,,0,,Potter Texas,48375,121073,1146
Gregg,0,Texas,1,,0,,Gregg Texas,48183,121730,846
Ellis,0,Texas,1,,0,,Ellis Texas,48139,149610,164
Wichita,0,Texas,1,,0,,Wichita Texas,48485,131500,559
Lavaca,0,Texas,1,,0,,Lavaca Texas,48285,19263,50
Johnson,0,Texas,1,,0,,Johnson Texas,48251,150934,137
Comal,0,Texas,1,,0,,Comal Texas,48091,108472,340
Grimes,0,Texas,1,,0,,Grimes Texas,48185,26604,25
Bowie,0,Texas,1,,0,,Bowie Texas,48037,92565,841
Fannin,0,Texas,1,,0,,Fannin Texas,48147,33915,25
Jefferson,0,Texas,1,,0,,Jefferson Texas,48245,252273,1593
DeWitt,0,Texas,1,,0,,DeWitt Texas,48123,20097,49
Brown,0,Texas,1,,0,,Brown Texas,48049,38106,194
Rusk,0,Texas,1,,0,,Rusk Texas,48401,53330,96
Van Zandt,0,Texas,1,,0,,Van Zandt Texas,48467,52579,52
Crane,0,Texas,1,1,0,,Crane Texas,48103,4375,25
Webb,0,Texas,1,,0,,Webb Texas,48479,250304,578
Georgia state,1,Georgia,287,90,10,6,Georgia state Georgia,#N/A,#N/A,#N/A
Fulton,0,Georgia,66,17,0,,Fulton Georgia,13121,920581,4353
Cobb,0,Georgia,37,9,1,,Cobb Georgia,13067,688078,1099
Bartow,0,Georgia,26,7,0,,Bartow Georgia,13015,100157,80
DeKalb,0,Georgia,22,4,0,,DeKalb Georgia,13089,691893,2436
Dougherty,0,Georgia,20,13,2,,Dougherty Georgia,13095,94565,939
Cherokee,0,Georgia,16,7,0,,Cherokee Georgia,13057,214346,79
Gwinnett,0,Georgia,12,5,0,,Gwinnett Georgia,13135,805321,847
Fayette,0,Georgia,10,2,0,,Fayette Georgia,13113,106567,157
Clarke,0,Georgia,8,3,0,,Clarke Georgia,13059,116714,574
Lowndes,0,Georgia,8,3,0,,Lowndes Georgia,13185,109233,430
Floyd,0,Georgia,6,,0,,Floyd Georgia,13115,96317,559
Clayton,0,Georgia,6,,0,,Clayton Georgia,13063,259424,558
Hall,0,Georgia,5,2,0,,Hall Georgia,13139,179684,557
Unassigned,2,Georgia,5,5,7,6,Unassigned Georgia,#N/A,#N/A,#N/A
Gordon,0,Georgia,3,,0,,Gordon Georgia,13129,55186,80
Henry,0,Georgia,3,1,0,,Henry Georgia,13151,203922,265
Lee,0,Georgia,3,1,0,,Lee Georgia,13177,28298,0
Newton,0,Georgia,3,,0,,Newton Georgia,13217,99958,97
Forsyth,0,Georgia,3,1,0,,Forsyth Georgia,13117,175511,187
Paulding,0,Georgia,3,,0,,Paulding Georgia,13223,142324,83
Coweta,0,Georgia,3,,0,,Coweta Georgia,13077,127317,211
Glynn,0,Georgia,2,2,0,,Glynn Georgia,13127,79626,401
Richmond,0,Georgia,2,1,0,,Richmond Georgia,13245,200549,2470
Troup,0,Georgia,2,,0,,Troup Georgia,13285,67044,276
Early,0,Georgia,2,2,0,,Early Georgia,13099,11008,25
Laurens,0,Georgia,2,2,0,,Laurens Georgia,13175,48434,368
Whitfield,0,Georgia,1,,0,,Whitfield Georgia,13313,102599,282
Barrow,0,Georgia,1,,0,,Barrow Georgia,13013,69367,56
Houston,0,Georgia,1,,0,,Houston Georgia,13153,139900,276
Columbia,0,Georgia,1,,0,,Columbia Georgia,13073,124053,0
Polk,0,Georgia,1,,0,,Polk Georgia,13233,41475,53
Charlton,0,Georgia,1,,0,,Charlton Georgia,13049,12171,0
Bibb,0,Georgia,1,1,0,,Bibb Georgia,13021,155547,1182
Peach,0,Georgia,1,1,0,,Peach Georgia,13225,27695,25
Muscogee,0,Georgia,1,1,0,,Muscogee Georgia,13215,189885,1374
Colorado state,1,Colorado,277,56,4,2,Colorado state Colorado,#N/A,#N/A,#N/A
Unassigned,2,Colorado,57,54,0,,Unassigned Colorado,#N/A,#N/A,#N/A
Denver,0,Colorado,43,,0,,Denver Colorado,08031,600158,2361
Eagle,0,Colorado,39,,0,,Eagle Colorado,08037,52197,58
Jefferson,0,Colorado,25,,0,,Jefferson Colorado,08059,534543,780
Arapahoe,0,Colorado,22,,0,,Arapahoe Colorado,08005,572003,1010
Boulder,0,Colorado,11,,0,,Boulder Colorado,08013,294567,522
Douglas,0,Colorado,11,,0,,Douglas Colorado,08035,285465,286
Pitkin,0,Colorado,11,,0,,Pitkin Colorado,08097,17148,25
Gunnison,0,Colorado,11,,0,,Gunnison Colorado,08051,15324,24
Adams,0,Colorado,10,,0,,Adams Colorado,08001,441603,800
Weld,0,Colorado,9,,1,,Weld Colorado,08123,252825,300
El Paso,0,Colorado,8,,2,1,El Paso Colorado,08041,622263,836
Summit,0,Colorado,5,,0,,Summit Colorado,08117,27994,34
Larimer,0,Colorado,4,,0,,Larimer Colorado,08069,299630,725
Routt,0,Colorado,2,,0,,Routt Colorado,08107,23509,98
Pueblo,0,Colorado,2,1,0,,Pueblo Colorado,08101,159063,1292
Garfield,0,Colorado,2,,0,,Garfield Colorado,08045,56389,119
Clear Creek,0,Colorado,2,,0,,Clear Creek Colorado,08019,9088,0
Mesa,0,Colorado,1,,0,,Mesa Colorado,08077,146723,460
Grand,0,Colorado,1,,0,,Grand Colorado,08049,14843,44
Crowley,0,Colorado,1,1,1,1,Crowley Colorado,08025,5823,0
Pennsylvania state,1,Pennsylvania,206,49,1,,Pennsylvania state Pennsylvania,#N/A,#N/A,#N/A
Montgomery,0,Pennsylvania,55,13,0,,Montgomery Pennsylvania,42091,799874,3403
Philadelphia,0,Pennsylvania,44,10,0,,Philadelphia Pennsylvania,42101,1526006,8160
Allegheny,0,Pennsylvania,18,6,0,,Allegheny Pennsylvania,42003,1223348,7616
Monroe,0,Pennsylvania,15,7,0,,Monroe Pennsylvania,42089,169842,235
Delaware,0,Pennsylvania,14,,0,,Delaware Pennsylvania,42045,558979,1123
Bucks,0,Pennsylvania,12,,0,,Bucks Pennsylvania,42017,625249,1299
Cumberland,0,Pennsylvania,11,1,0,,Cumberland Pennsylvania,42041,235406,590
Chester,0,Pennsylvania,10,1,0,,Chester Pennsylvania,42029,498886,1286
Northampton,0,Pennsylvania,5,4,1,,Northampton Pennsylvania,42095,297735,362
Pike,0,Pennsylvania,3,1,0,,Pike Pennsylvania,42103,57369,0
Washington,0,Pennsylvania,3,1,0,,Washington Pennsylvania,42125,207820,602
Lackawanna,0,Pennsylvania,2,1,0,,Lackawanna Pennsylvania,42069,214437,1079
Lancaster,0,Pennsylvania,2,1,0,,Lancaster Pennsylvania,42071,519445,1191
York,0,Pennsylvania,2,,0,,York Pennsylvania,42133,434972,921
Westmoreland,0,Pennsylvania,2,2,0,,Westmoreland Pennsylvania,42129,365169,654
Beaver,0,Pennsylvania,2,,0,,Beaver Pennsylvania,42007,170539,396
Luzerne,0,Pennsylvania,1,,0,,Luzerne Pennsylvania,42079,320918,1180
Lehigh,0,Pennsylvania,1,,0,,Lehigh Pennsylvania,42077,349497,1912
Wayne,0,Pennsylvania,1,,0,,Wayne Pennsylvania,42127,52822,112
Berks,0,Pennsylvania,1,,0,,Berks Pennsylvania,42011,411442,1247
Erie,0,Pennsylvania,1,,0,,Erie Pennsylvania,42049,280566,1188
Lebanon,0,Pennsylvania,1,1,0,,Lebanon Pennsylvania,42075,133568,484
Unassigned,2,Pennsylvania,0,,0,,Unassigned Pennsylvania,#N/A,#N/A,#N/A
Wisconsin state,1,Wisconsin,159,45,4,4,Wisconsin state Wisconsin,#N/A,#N/A,#N/A
Milwaukee,0,Wisconsin,62,15,0,,Milwaukee Wisconsin,55079,947735,4743
Dane,0,Wisconsin,27,4,0,,Dane Wisconsin,55025,488073,2073
Fond du Lac,0,Wisconsin,14,1,2,2,Fond du Lac Wisconsin,55039,101633,189
Waukesha,0,Wisconsin,12,7,0,,Waukesha Wisconsin,55133,389891,1305
Sheboygan,0,Wisconsin,6,2,0,,Sheboygan Wisconsin,55117,115507,370
Winnebago,0,Wisconsin,5,,0,,Winnebago Wisconsin,55139,166994,795
Columbia,0,Wisconsin,4,4,0,,Columbia Wisconsin,55021,56833,98
Kenosha,0,Wisconsin,4,,0,,Kenosha Wisconsin,55059,166426,517
La Crosse,0,Wisconsin,4,2,0,,La Crosse Wisconsin,55063,114638,656
Racine,0,Wisconsin,3,2,0,,Racine Wisconsin,55101,195408,715
Ozaukee,0,Wisconsin,3,2,2,2,Ozaukee Wisconsin,55089,86395,326
Walworth,0,Wisconsin,2,1,0,,Walworth Wisconsin,55127,102228,134
Washington,0,Wisconsin,2,,0,,Washington Wisconsin,55131,131887,141
Brown,0,Wisconsin,2,,0,,Brown Wisconsin,55009,248007,1278
Pierce,0,Wisconsin,1,,0,,Pierce Wisconsin,55093,41019,0
Outagamie,0,Wisconsin,1,,0,,Outagamie Wisconsin,55087,176695,517
Calumet,0,Wisconsin,1,,0,,Calumet Wisconsin,55015,48971,25
Eau Claire,0,Wisconsin,1,1,0,,Eau Claire Wisconsin,55035,98736,661
Bayfield,0,Wisconsin,1,1,0,,Bayfield Wisconsin,55007,15014,0
Sauk,0,Wisconsin,1,1,0,,Sauk Wisconsin,55111,61976,161
Wood,0,Wisconsin,1,,0,,Wood Wisconsin,55141,74749,619
